Index	Disease_ID	Disease_name	Gene_symbol	Phenotypic_series_ID	Phenotypic_series_name	Tissue	Tissue_number	Clinical_manifestation	Pathogenesis
4270	130000	"Ehlers-Danlos syndrome, classic type, 1"	COL5A1	PS130000	Ehlers-Danlos syndrome	Respiratory system-Lung	Respiratory system-Lung (N=379)	No	No
4271	615067	"Ciliary dyskinesia, primary, 20"	ODAD1	PS244400	Primary ciliary dyskinesia	Respiratory system-Lung	Respiratory system-Lung (N=379)	Yes	Yes
4272	610913	"Surfactant metabolism dysfunction, pulmonary, 2"	SFTPC	PS265120	"Surfactant metabolism dysfunction, pulmonary"	Respiratory system-Lung	Respiratory system-Lung (N=379)	Yes	Yes
4273	615346	"Precocious puberty, central, 2"	MKRN3	PS176400	"Precocious puberty, central"	Brain-Hypothalamus	Brain-Hypothalamus (N=1)	Yes	NA
4274	616579	"Mental retardation, autosomal dominant 40"	CHAMP1	PS156200	"Mental retardation, autosomal dominant"	Respiratory system	Respiratory system (N=400)	Yes	NA
4275	617667	Fraser syndrome 3	GRIP1	PS219000	Fraser syndrome	Respiratory system	Respiratory system (N=400)	Yes	NA
4276	616576	"Immunodeficiency, common variable, 12"	NFKB1	PS607594	"Immunodeficiency, common variable"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4277	615490	"Charcot-Marie-Tooth disease, type 2R"	TRIM2	PS118220	Charcot-Marie-Tooth disease	Respiratory system	Respiratory system (N=400)	Yes	No
4278	618333	Menke-Hennekam syndrome 2	EP300	PS618332	Menke-Hennekam syndrome	Respiratory system	Respiratory system (N=400)	No	No
4279	618332	Menke-Hennekam syndrome 1	CREBBP	PS618332	Menke-Hennekam syndrome	Respiratory system	Respiratory system (N=400)	No	No
4280	255320	Minicore myopathy with external ophthalmoplegia	RYR1			Respiratory system	Respiratory system (N=400)	Yes	No
4281	614017	"Ciliary dyskinesia, primary, 16"	DNAL1	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	NA
4282	616371	"Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4"	PARN	PS614742	"Pulmonary fibrosis and/or bone marrow failure, telomere-related"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4283	616373	"Pulmonary fibrosis and/or bone marrow failure, telomere-related, 3"	RTEL1	PS614742	"Pulmonary fibrosis and/or bone marrow failure, telomere-related"	Respiratory system	Respiratory system (N=400)	Yes	NA
4284	180295	"Rhabdomyosarcoma, embryonal, 2"	DICER1			Respiratory system	Respiratory system (N=400)	No	No
4285	601559	Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	LIFR			Respiratory system	Respiratory system (N=400)	NA	NA
4286	142680	"Periodic fever, familial"	TNFRSF1A			Respiratory system	Respiratory system (N=400)	No	No
4287	611812	?SERKAL syndrome	WNT4			Respiratory system	Respiratory system (N=400)	Yes	Yes
4288	150250	Larsen syndrome	FLNB			Respiratory system	Respiratory system (N=400)	Yes	NA
4289	225400	"Ehlers-Danlos syndrome, kyphoscoliotic type, 1"	PLOD1	PS130000	Ehlers-Danlos syndrome	Respiratory system	Respiratory system (N=400)	Yes	No
4290	158310	"Mucoepithelial dysplasia, hereditary"	SREBF1			Respiratory system	Respiratory system (N=400)	Yes	NA
4291	617585	?Immunodeficiency 53	RELB	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4292	616503	Lethal congenital contracture syndrome 9	ADGRG6	PS253310	Lethal congenital contracture syndrome	Respiratory system	Respiratory system (N=400)	Yes	NA
4293	619057	?Combined oxidative phosphorylation deficiency 51	PTCD3	PS609060	Combined oxidative phosphorylation deficiency	Respiratory system	Respiratory system (N=400)	Yes	NA
4294	613021	Bronchiectasis with or without elevated sweat chloride 2	SCNN1A	PS211400	Bronchiectasis	Respiratory system	Respiratory system (N=400)	Yes	Yes
4295	271665	"Spondylometaepiphyseal dysplasia, short limb-hand type"	DDR2			Respiratory system	Respiratory system (N=400)	Yes	NA
4296	249100	"Familial Mediterranean fever, AR"	MEFV			Respiratory system	Respiratory system (N=400)	No	No
4297	277180	Congenital bilateral absence of vas deferens	CFTR	PS277180	"Vas deferens, congenital bilateral aplasia of"	Respiratory system	Respiratory system (N=400)	Yes	NA
4298	615482	"Ciliary dyskinesia, primary, 25"	DNAAF4	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4299	615481	"Ciliary dyskinesia, primary, 24"	RSPH1	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4300	252920	Mucopolysaccharidosis type IIIB (Sanfilippo B)	NAGLU	PS607014	Mucopolysaccharidoses	Respiratory system	Respiratory system (N=400)	Yes	NA
4301	150550	"Periodic fever, immunodeficiency, and thrombocytopenia syndrome"	WDR1			Respiratory system	Respiratory system (N=400)	Yes	NA
4302	214800	?CHARGE syndrome	SEMA3E			Respiratory system	Respiratory system (N=400)	Yes	NA
4303	214800	CHARGE syndrome	CHD7			Respiratory system	Respiratory system (N=400)	Yes	NA
4304	617514	Immunodeficiency 52	LAT	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4305	615561	?Complement factor B deficiency	CFB			Respiratory system	Respiratory system (N=400)	NA	NA
4306	611884	"Ciliary dyskinesia, primary, 7, with or without situs inversus"	DNAH11	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4307	209950	"Immunodeficiency 27A, mycobacteriosis, AR"	IFNGR1	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4308	617638	Immunodeficiency 11B with atopic dermatitis	CARD11	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4309	600376	"Telangiectasia, hereditary hemorrhagic, type 2"	ACVRL1	PS187300	"Telangiectasia, hereditary hemorrhagic"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4310	618699	"Ciliary dyskinesia, primary, 43"	FOXJ1	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4311	614468	Familial cold autoinflammatory syndrome 3	PLCG2	PS120100	Familial cold autoinflammatory syndrome	Respiratory system	Respiratory system (N=400)	No	No
4312	602450	"Severe combined immunodeficiency, Athabascan type"	DCLRE1C			Respiratory system	Respiratory system (N=400)	Yes	Yes
4313	226990	"Immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive"	IRF8	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4314	615206	Immunodeficiency 11A	CARD11	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4315	615207	Immunodeficiency 56	IL21R	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4316	613848	"Osteogenesis imperfecta, type X"	SERPINH1	PS166200	Osteogenesis imperfecta	Respiratory system	Respiratory system (N=400)	Yes	NA
4317	612284	Meckel syndrome 6	CC2D2A	PS249000	Meckel syndrome	Respiratory system	Respiratory system (N=400)	NA	NA
4318	137940	Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	SOX18			Respiratory system	Respiratory system (N=400)	Yes	NA
4319	312870	"Simpson-Golabi-Behmel syndrome, type 1"	GPC3			Respiratory system	Respiratory system (N=400)	Yes	NA
4320	193670	WHIM syndrome	CXCR4			Respiratory system	Respiratory system (N=400)	Yes	NA
4321	612289	Fontaine progeroid syndrome	SLC25A24			Respiratory system	Respiratory system (N=400)	Yes	NA
4322	147060	Hyper-IgE recurrent infection syndrome	STAT3	PS147060	Hyper-IgE recurrent infection syndrome	Respiratory system	Respiratory system (N=400)	Yes	Yes
4323	613960	"Chronic granulomatous disease 3, autosomal recessive"	NCF4	PS306400	"Granulomatous disease, chronic"	Respiratory system	Respiratory system (N=400)	Yes	No
4324	610921	"Surfactant metabolism dysfunction, pulmonary, 3"	ABCA3	PS265120	"Surfactant metabolism dysfunction, pulmonary"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4325	130010	"Ehlers-Danlos syndrome, classic type, 2"	COL5A2	PS130000	Ehlers-Danlos syndrome	Respiratory system	Respiratory system (N=400)	No	No
4326	612649	"Ciliary dyskinesia, primary, 11"	RSPH4A	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4327	235200	Hemochromatosis	HFE	PS235200	Hemochromatosis	Respiratory system	Respiratory system (N=400)	Yes	NA
4328	235200	"{HFE hemochromatosis, modifier of}"	BMP2	PS235200	Hemochromatosis	Respiratory system	Respiratory system (N=400)	Yes	NA
4329	134610	"Familial Mediterranean fever, AD"	MEFV			Respiratory system	Respiratory system (N=400)	No	No
4330	612132	Ectodermal dysplasia and immunodeficiency 2	NFKBIA	PS300291	Ectodermal dysplasia and immune deficiency	Respiratory system	Respiratory system (N=400)	Yes	NA
4331	616733	"?Coenzyme Q10 deficiency, primary, 8"	COQ7	PS607426	"Coenzyme Q10 deficiency, primary"	Respiratory system	Respiratory system (N=400)	Yes	NA
4332	616300	Short-rib thoracic dysplasia 13 with or without polydactyly	CEP120	PS208500	Short-rib thoracic dysplasia	Respiratory system	Respiratory system (N=400)	Yes	No
4333	601186	"Microphthalmia, isolated, with coloboma 8"	STRA6	PS300345	"Microphthalmia, isolated, with coloboma"	Respiratory system	Respiratory system (N=400)	Yes	NA
4334	601186	"Microphthalmia, isolated, with coloboma 8"	STRA6	PS309800	"Microphthalmia, syndromic"	Respiratory system	Respiratory system (N=400)	Yes	NA
4335	601186	"Microphthalmia, syndromic 9"	STRA6	PS300345	"Microphthalmia, isolated, with coloboma"	Respiratory system	Respiratory system (N=400)	Yes	NA
4336	601186	"Microphthalmia, syndromic 9"	STRA6	PS309800	"Microphthalmia, syndromic"	Respiratory system	Respiratory system (N=400)	Yes	NA
4337	618175	Warburg-Cinotti syndrome	DDR2			Respiratory system	Respiratory system (N=400)	Yes	NA
4338	618278	FINCA syndrome	NHLRC2			Respiratory system	Respiratory system (N=400)	Yes	Yes
4339	613426	Left ventricular noncompaction 5	MYH7	PS115200	Dilated cardiomyopathy	Respiratory system	Respiratory system (N=400)	No	No
4340	613426	Left ventricular noncompaction 5	MYH7	PS604169	Left ventricular noncompaction	Respiratory system	Respiratory system (N=400)	No	No
4341	613426	"Cardiomyopathy, dilated, 1S"	MYH7	PS115200	Dilated cardiomyopathy	Respiratory system	Respiratory system (N=400)	No	No
4342	613426	"Cardiomyopathy, dilated, 1S"	MYH7	PS604169	Left ventricular noncompaction	Respiratory system	Respiratory system (N=400)	No	No
4343	232300	Glycogen storage disease II	GAA			Respiratory system	Respiratory system (N=400)	Yes	No
4344	616867	Spinal muscular atrophy with congenital bone fractures 2	ASCC1	PS616866	Spinal muscular atrophy with congenital bone fractures	Respiratory system	Respiratory system (N=400)	Yes	No
4345	616866	Spinal muscular atrophy with congenital bone fractures 1	TRIP4	PS616866	Spinal muscular atrophy with congenital bone fractures	Respiratory system	Respiratory system (N=400)	Yes	No
4346	308050	CHILD syndrome	NSDHL			Respiratory system	Respiratory system (N=400)	Yes	NA
4347	616546	Short-rib thoracic dysplasia 14 with polydactyly	KIAA0586	PS208500	Short-rib thoracic dysplasia	Respiratory system	Respiratory system (N=400)	Yes	NA
4348	265450	Pulmonary venoocclusive disease 1	BMPR2	PS265450	Pulmonary venoocclusive disease	Respiratory system	Respiratory system (N=400)	Yes	Yes
4349	613385	"Autoimmune disease, multisystem, with facial dysmorphism"	ITCH			Respiratory system	Respiratory system (N=400)	Yes	Yes
4350	618307	"{?Epidermodysplasia verruciformis, susceptibility to, 4}"	RHOH	PS226400	"Epidermodysplasia verruciformis, susceptibility to"	Respiratory system	Respiratory system (N=400)	Yes	NA
4351	615966	"Immunodeficiency 26, with or without neurologic abnormalities"	PRKDC	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4352	267430	Renal tubular dysgenesis	REN			Respiratory system	Respiratory system (N=400)	Yes	No
4353	267430	Renal tubular dysgenesis	AGT			Respiratory system	Respiratory system (N=400)	Yes	No
4354	267430	Renal tubular dysgenesis	AGTR1			Respiratory system	Respiratory system (N=400)	Yes	No
4355	267430	Renal tubular dysgenesis	ACE			Respiratory system	Respiratory system (N=400)	Yes	No
4356	180849	Rubinstein-Taybi syndrome 1	CREBBP	PS180849	Rubinstein-Taybi syndrome	Respiratory system	Respiratory system (N=400)	Yes	NA
4357	615607	"Immunodeficiency 17, CD3 gamma deficient"	CD3G	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4358	309800	"Microphthalmia, syndromic 1"	NAA10	PS309800	"Microphthalmia, syndromic"	Respiratory system	Respiratory system (N=400)	Yes	NA
4359	101200	Apert syndrome	FGFR2			Respiratory system	Respiratory system (N=400)	Yes	NA
4360	300455	"Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness"	RPGR			Respiratory system	Respiratory system (N=400)	NA	NA
4361	264350	"Pseudohypoaldosteronism, type I"	SCNN1A			Respiratory system	Respiratory system (N=400)	Yes	No
4362	264350	"Pseudohypoaldosteronism, type I"	SCNN1G			Respiratory system	Respiratory system (N=400)	Yes	No
4363	264350	"Pseudohypoaldosteronism, type I"	SCNN1B			Respiratory system	Respiratory system (N=400)	Yes	No
4364	612692	Agammaglobulinemia 6	CD79B	PS601495	Agammaglobulinemia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4365	615214	"?Agammaglobulinemia 7, autosomal recessive"	PIK3R1	PS601495	Agammaglobulinemia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4366	617303	Mucopolysaccharidosis-plus syndrome	VPS33A			Respiratory system	Respiratory system (N=400)	NA	NA
4367	617300	Lymphatic malformation 7	EPHB4	PS153100	Lymphatic malformation	Respiratory system	Respiratory system (N=400)	Yes	Yes
4368	618454	Developmental delay with or without dysmorphic facies and autism	TRRAP			Respiratory system	Respiratory system (N=400)	Yes	NA
4369	617063	Meier-Gorlin syndrome 7	CDC45	PS224690	Meier-Gorlin syndrome	Respiratory system	Respiratory system (N=400)	NA	NA
4370	127700	"{Dyslexia, susceptibility to, 1}"	DNAAF4			Respiratory system	Respiratory system (N=400)	Yes	NA
4371	230900	"Gaucher disease, type II"	GBA			Respiratory system	Respiratory system (N=400)	Yes	No
4372	226300	"Complement hyperactivation, angiopathic thrombosis, and protein-losing enteropathy"	CD55			Respiratory system	Respiratory system (N=400)	Yes	No
4373	173600	"Pneumothorax, primary spontaneous"	FLCN			Respiratory system	Respiratory system (N=400)	Yes	Yes
4374	617050	?Hermansky-Pudlak syndrome 10	AP3D1	PS203300	Hermansky-Pudlak syndrome	Respiratory system	Respiratory system (N=400)	Yes	Yes
4375	156550	Kniest dysplasia	COL2A1	PS184255	Spondylometaphyseal dysplasia	Respiratory system	Respiratory system (N=400)	Yes	NA
4376	219700	"{Pseudomonas aeruginosa, susceptibility to chronic infection by, in cystic fibrosis}"	FCGR2A			Respiratory system	Respiratory system (N=400)	Yes	Yes
4377	219700	Cystic fibrosis	CFTR			Respiratory system	Respiratory system (N=400)	Yes	Yes
4378	219700	"{Cystic fibrosis lung disease, modifier of}"	TGFB1			Respiratory system	Respiratory system (N=400)	Yes	Yes
4379	257200	"Niemann-Pick disease, type A"	SMPD1			Respiratory system	Respiratory system (N=400)	Yes	Yes
4380	256040	Proteasome-associated autoinflammatory syndrome 1 and digenic forms	PSMB8	PS256040	Proteosome-associated autoinflammatory syndrome	Respiratory system	Respiratory system (N=400)	No	No
4381	615513	Immunodeficiency 14	PIK3CD	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4382	615451	"Ciliary dyskinesia, primary, 23"	ODAD2	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4383	617468	"Arthrogryposis multiplex congenita 1, neurogenic, with myelin defect"	LGI4	PS617468	Arthrogryposis multiplex congenita	Respiratory system	Respiratory system (N=400)	Yes	NA
4384	617780	Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	MTHFD1			Respiratory system	Respiratory system (N=400)	Yes	Yes
4385	178600	"Pulmonary hypertension, familial primary, 1, with or without HHT"	BMPR2	PS178600	"Pulmonary hypertension, primary"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4386	178600	"Pulmonary hypertension, primary, fenfluramine or dexfenfluramine-associated"	BMPR2	PS178600	"Pulmonary hypertension, primary"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4387	614162	"Immunodeficiency 31C, chronic mucocutaneous candidiasis, autosomal dominant"	STAT1	PS114580	Familial candidiasis	Respiratory system	Respiratory system (N=400)	Yes	Yes
4388	614162	"Immunodeficiency 31C, chronic mucocutaneous candidiasis, autosomal dominant"	STAT1	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4389	610798	:Immunodeficiency due to defect in MAPBP-interacting protein	LAMTOR2			Respiratory system	Respiratory system (N=400)	Yes	Yes
4390	613563	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	CBL			Respiratory system	Respiratory system (N=400)	NA	NA
4391	209920	"Bare lymphocyte syndrome, type II, complementation group C"	RFX5			Respiratory system	Respiratory system (N=400)	NA	No
4392	209920	"Bare lymphocyte syndrome, type II, complementation group E"	RFX5			Respiratory system	Respiratory system (N=400)	NA	No
4393	209920	"Bare lymphocyte syndrome, type II, complementation group D"	RFXAP			Respiratory system	Respiratory system (N=400)	NA	No
4394	209920	"Bare lymphocyte syndrome, type II, complementation group A"	CIITA			Respiratory system	Respiratory system (N=400)	NA	No
4395	209920	"MHC class II deficiency, complementation group B"	RFXANK			Respiratory system	Respiratory system (N=400)	NA	No
4396	610852	"Ciliary dyskinesia, primary, 6"	NME8	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4397	251230	Microcephaly-micromelia syndrome	DONSON			Respiratory system	Respiratory system (N=400)	Yes	NA
4398	607594	"Immunodeficiency, common variable, 1"	ICOS	PS607594	"Immunodeficiency, common variable"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4399	130050	"Ehlers-Danlos syndrome, vascular type"	COL3A1	PS130000	Ehlers-Danlos syndrome	Respiratory system	Respiratory system (N=400)	Yes	NA
4400	617809	Geleophysic dysplasia 3	LTBP3	PS231050	Geleophysic dysplasia	Respiratory system	Respiratory system (N=400)	Yes	NA
4401	613953	Immunodeficiency 51	IL17RA	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4402	235730	Mowat-Wilson syndrome	ZEB2			Respiratory system	Respiratory system (N=400)	No	No
4403	614091	Short-rib thoracic dysplasia 7 with or without polydactyly	WDR35	PS208500	Short-rib thoracic dysplasia	Respiratory system	Respiratory system (N=400)	Yes	No
4404	606763	"Ciliary dyskinesia, primary, 2"	DNAAF3	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4405	610978	"Choreoathetosis, hypothyroidism, and neonatal respiratory distress"	NKX2-1			Respiratory system	Respiratory system (N=400)	Yes	NA
4406	300770	"Surfactant metabolism dysfunction, pulmonary, 4"	CSF2RA	PS265120	"Surfactant metabolism dysfunction, pulmonary"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4407	306400	"Chronic granulomatous disease, X-linked"	CYBB	PS306400	"Granulomatous disease, chronic"	Respiratory system	Respiratory system (N=400)	Yes	NA
4408	270400	Smith-Lemli-Opitz syndrome	DHCR7			Respiratory system	Respiratory system (N=400)	Yes	NA
4409	613101	"Hemophagocytic lymphohistiocytosis, familial, 5"	STXBP2	PS267700	"Hemophagocytic lymphohistiocytosis, familial"	Respiratory system	Respiratory system (N=400)	No	No
4410	211980	"{Lung cancer, susceptibility to}"	FASLG			Respiratory system	Respiratory system (N=400)	Yes	Yes
4411	211980	"{Lung cancer, protection against}"	CASP8			Respiratory system	Respiratory system (N=400)	Yes	Yes
4412	211980	"Nonsmall cell lung cancer, somatic"	PIK3CA			Respiratory system	Respiratory system (N=400)	Yes	Yes
4413	211980	"Nonsmall cell lung cancer, somatic"	IRF1			Respiratory system	Respiratory system (N=400)	Yes	Yes
4414	211980	"Adenocarcinoma of lung, somatic"	PRKN			Respiratory system	Respiratory system (N=400)	Yes	Yes
4415	211980	"Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in"	EGFR			Respiratory system	Respiratory system (N=400)	Yes	Yes
4416	211980	"Adenocarcinoma of lung, response to tyrosine kinase inhibitor in"	EGFR			Respiratory system	Respiratory system (N=400)	Yes	Yes
4417	211980	"{Nonsmall cell lung cancer, susceptibility to}"	EGFR			Respiratory system	Respiratory system (N=400)	Yes	Yes
4418	211980	"Adenocarcinoma of lung, somatic"	BRAF			Respiratory system	Respiratory system (N=400)	Yes	Yes
4419	211980	"Lung cancer, somatic"	MAP3K8			Respiratory system	Respiratory system (N=400)	Yes	Yes
4420	211980	"{Lung cancer, susceptibility to}"	ERCC6			Respiratory system	Respiratory system (N=400)	Yes	Yes
4421	211980	"Lung cancer, somatic"	SLC22A18			Respiratory system	Respiratory system (N=400)	Yes	Yes
4422	211980	"Lung cancer, somatic"	PPP2R1B			Respiratory system	Respiratory system (N=400)	Yes	Yes
4423	211980	"Lung cancer, somatic"	KRAS			Respiratory system	Respiratory system (N=400)	Yes	Yes
4424	211980	"Adenocarcinoma of lung, somatic"	ERBB2			Respiratory system	Respiratory system (N=400)	Yes	Yes
4425	211980	"{Lung cancer, resistance to}"	CYP2A6			Respiratory system	Respiratory system (N=400)	Yes	Yes
4426	615518	?Immunodeficiency 13	UNC119	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4427	601390	Van Maldergem syndrome 1	DCHS1	PS601390	Van Maldergem syndrome	Respiratory system	Respiratory system (N=400)	Yes	NA
4428	616740	Immunodeficiency 46	TFRC	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4429	612518	"Ciliary dyskinesia, primary, 10"	DNAAF2	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4430	616897	"Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gistelinck type"	TAPT1			Respiratory system	Respiratory system (N=400)	Yes	NA
4431	256520	Neu-Laxova syndrome 1	PHGDH	PS256520	Neu-Laxova syndrome	Respiratory system	Respiratory system (N=400)	Yes	No
4432	614679	"Ciliary dyskinesia, primary, 17"	CCDC103	PS244400	Primary ciliary dyskinesia	Respiratory system	Respiratory system (N=400)	Yes	Yes
4433	609981	Immunodeficiency 54	MCM4	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4434	617022	Lethal congenital contracture syndrome 10	NEK9	PS253310	Lethal congenital contracture syndrome	Respiratory system	Respiratory system (N=400)	Yes	NA
4435	300855	Ogden syndrome	NAA10			Respiratory system	Respiratory system (N=400)	No	No
4436	300853	"Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia"	MAGT1			Respiratory system	Respiratory system (N=400)	NA	NA
4437	261740	"Glycogen storage disease of heart, lethal congenital"	PRKAG2			Respiratory system	Respiratory system (N=400)	Yes	No
4438	610253	Kleefstra syndrome 1	EHMT1	PS156200	"Mental retardation, autosomal dominant"	Respiratory system	Respiratory system (N=400)	NA	NA
4439	610253	Kleefstra syndrome 1	EHMT1	PS610253	Kleefstra syndrome	Respiratory system	Respiratory system (N=400)	NA	NA
4440	616022	"Neutropenia, severe congenital, 6, autosomal recessive"	JAGN1	PS202700	"Neutropenia, severe congenital"	Respiratory system	Respiratory system (N=400)	Yes	NA
4441	253310	Lethal congenital contracture syndrome 1	GLE1	PS253310	Lethal congenital contracture syndrome	Respiratory system	Respiratory system (N=400)	Yes	NA
4442	615559	"Autoimmune lymphoproliferative syndrome, type III"	PRKCD			Respiratory system	Respiratory system (N=400)	NA	NA
4443	603585	"Congenital disorder of glycosylation, type IIf"	SLC35A1	PS212066	"Congenital disorders of glycosylation, type II"	Respiratory system	Respiratory system (N=400)	NA	NA
4444	614700	"Immunodeficiency, common variable, 8, with autoimmunity"	LRBA	PS607594	"Immunodeficiency, common variable"	Respiratory system	Respiratory system (N=400)	Yes	Yes
4445	617506	Noonan syndrome-like disorder with loose anagen hair 2	PPP1CB	PS163950	Noonan syndrome	Respiratory system	Respiratory system (N=400)	No	No
4446	617506	Noonan syndrome-like disorder with loose anagen hair 2	PPP1CB	PS607721	Noonan syndrome-like disorder with loose anagen hair	Respiratory system	Respiratory system (N=400)	No	No
4447	100300	Adams-Oliver syndrome 1	ARHGAP31	PS100300	Adams-Oliver syndrome	Respiratory system	Respiratory system (N=400)	No	No
4448	617237	Immunodeficiency 49	BCL11B	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4449	607014	Mucopolysaccharidosis Ih	IDUA	PS607014	Mucopolysaccharidoses	Respiratory system	Respiratory system (N=400)	Yes	NA
4450	607015	Mucopolysaccharidosis Ih/s	IDUA	PS607014	Mucopolysaccharidoses	Respiratory system	Respiratory system (N=400)	Yes	NA
4451	615355	Noonan syndrome 8	RIT1	PS163950	Noonan syndrome	Respiratory system	Respiratory system (N=400)	No	No
4452	170100	Prolidase deficiency	PEPD			Respiratory system	Respiratory system (N=400)	Yes	NA
4453	618969	Immunodeficiency 70	IVNS1ABP	PS300755	Immunodeficiency (Select Examples)	Respiratory system	Respiratory system (N=400)	Yes	Yes
4454	230800	"Gaucher disease, type I"	GBA			Respiratory system	Respiratory system (N=400)	Yes	Yes
4455	212720	Martsolf syndrome	RAB3GAP2			Respiratory system	Respiratory system (N=400)	Yes	NA
4456	300635	"Lymphoproliferative syndrome, X-linked, 2"	XIAP	PS308240	Lymphoproliferative syndrome	Respiratory system	Respiratory system (N=400)	NA	NA
4457	222700	Lysinuric protein intolerance	SLC7A7			Respiratory system	Respiratory system (N=400)	Yes	No
4458	613254	"{TSC2 angiomyolipomas, renal, modifier of}"	IFNG	PS191100	Tuberous sclerosis	Respiratory system	Respiratory system (N=400)	Yes	Yes
4459	613254	Tuberous sclerosis-2	TSC2	PS191100	Tuberous sclerosis	Respiratory system	Respiratory system (N=400)	Yes	Yes
4460	208900	Ataxia-telangiectasia	ATM			Respiratory system	Respiratory system (N=400)	Yes	NA
4461	603554	Omenn syndrome	DCLRE1C			Respiratory system	Respiratory system (N=400)	Yes	Yes
4462	603554	Omenn syndrome	RAG1			Respiratory system	Respiratory system (N=400)	Yes	Yes
4463	603554	Omenn syndrome	RAG2			Respiratory system	Respiratory system (N=400)	Yes	Yes
4464	241800	Pallister-Hall-like syndrome	SMO			Respiratory system	Respiratory system (N=400)	No	No
4465	614069	Immunodeficiency-centromeric instability-facial anomalies syndrome 2	ZBTB24	PS242860	Immunodeficiency-centromeric instability-facial anomalies	Respiratory system	Respiratory system (N=400)	Yes	Yes
4466	208540	Renal-hepatic-pancreatic dysplasia 1	NPHP3	PS208540	Renal-hepatic-pancreatic dysplasia	Respiratory system	Respiratory system (N=400)	Yes	NA
4467	618213	"Inflammatory bowel disease, immunodeficiency, and encephalopathy"	TGFB1			Respiratory system	Respiratory system (N=400)	NA	NA
4468	265100	Pulmonary alveolar microlithiasis	SLC34A2			Respiratory system	Respiratory system (N=400)	Yes	Yes
4469	615636	Joubert syndrome 21	CSPP1	PS213300	Joubert syndrome	Respiratory system	Respiratory system (N=400)	Yes	NA
4470	192430	Velocardiofacial syndrome	TBX1			Respiratory system	Respiratory system (N=400)	Yes	NA
