ID,DISEASE_NAME,Gene symbol,PS accession,PS name,Tissue,Manifestation,Pathogenicity,Ref
145001,Hyperparathyroidism 2,CDC73,PS145000,Hyperparathyroidism,Kidney,2,0,1516
617343,Hyperparathyroidism 4,GCM2,PS145000,Hyperparathyroidism,Kidney,0,0,1517
239199,"Hyperparathyroidism, Neonatal Self-limited Primary, With Hypercalciuria",,,,Kidney,0,0,1518
239200,"Hyperparathyroidism, Neonatal Severe",CASR,PS145000,Hyperparathyroidism,Kidney,2,0,1519
239300,Hyperphosphatasia With Mental Retardation Syndrome 1,PIGV,PS239300,Hyperphosphatasia with mental retardation syndrome,Kidney,0,0,1520
616809,Hyperphosphatasia With Mental Retardation Syndrome 6,PIGY,PS239300,Hyperphosphatasia with mental retardation syndrome,Kidney,2,1,1521
239350,"Hyperphosphatemia, Polyuria, And Seizures",,,,Kidney,0,0,1522
239800,"Hypertelorism, Microtia, Facial Clefting Syndrome",,,,Kidney,0,0,1523
613845,"Hyperuricemia, Pulmonary Hypertension, Renal Failure, And Alkalosis",SARS2,,,Kidney,0,0,1524
162000,"Hyperuricemic Nephropathy, Familial Juvenile, 1",UMOD,PS162000,Tubulointerstitial kidney disease,Kidney,2,2,1525
613092,"Hyperuricemic Nephropathy, Familial Juvenile, 2",REN,PS162000,Tubulointerstitial kidney disease,Kidney,2,2,1526
614227,"Hyperuricemic Nephropathy, Familial Juvenile, 3",HNFJ3,,,Kidney,0,0,1527
617056,"Hyperuricemic Nephropathy, Familial Juvenile, 4",SEC61A1,PS162000,Tubulointerstitial kidney disease,Kidney,2,2,1528
240150,"Hypervitaminosis A, Susceptibility To",,,,Kidney,0,0,1529
601198,"Hypocalcemia, Autosomal Dominant 1",CASR,PS601198,Hypocalcemia,Kidney,2,2,1530
145980,"Hypocalciuric Hypercalcemia, Familial, Type I",CASR,PS145980,Hypocalciuric hypercalcemia,Kidney,2,2,1531
145981,"Hypocalciuric Hypercalcemia, Familial, Type Ii",GNA11,PS145980,Hypocalciuric hypercalcemia,Kidney,2,2,1532
600740,"Hypocalciuric Hypercalcemia, Familial, Type Iii",AP2S1,PS145980,Hypocalciuric hypercalcemia,Kidney,2,2,1533
308700,Hypogonadotropic Hypogonadism 1 With Or Without Anosmia,ANOS1,PS147950,Hypogonadotropic hypogonadism with or without anosmia,Kidney,0,0,1534
244200,Hypogonadotropic Hypogonadism 3 With Or Without Anosmia,PROKR2,PS147950,Hypogonadotropic hypogonadism with or without anosmia,Kidney,0,0,1535
241150,"Hypokalemia, Familial",,,,Kidney,0,0,1536
154020,"Hypomagnesemia 2, Renal",FXYD2,PS602014,Hypomagnesemia,Kidney,0,0,1537
248250,"Hypomagnesemia 3, Renal",CLDN16,PS602014,Hypomagnesemia,Kidney,2,2,1538
248190,"Hypomagnesemia, Renal, With Ocular Involvement",CLDN19,PS602014,Hypomagnesemia,Kidney,2,2,1539
618314,"Hypomagnesemia, Seizures, And Mental Retardation 2",ATP1A1,PS616418,"Hypomagnesemia, seizures, and mental retardation",Kidney,2,2,1540
146255,"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease",GATA3,,,Kidney,2,1,1541
241500,"Hypophosphatasia, Infantile",ALPL,,,Kidney,0,0,1542
241530,"Hypophosphatemic Rickets With Hypercalciuria, Hereditary",SLC34A3,,,Kidney,2,2,1543
613312,"Hypophosphatemic Rickets, Autosomal Recessive, 2",ENPP1,PS193100,Hypophosphatemic rickets,Kidney,2,2,1544
307800,"Hypophosphatemic Rickets, X-linked Dominant",PHEX,PS193100,Hypophosphatemic rickets,Kidney,0,0,1545
300554,"Hypophosphatemic Rickets, X-linked Recessive",CLCN5,PS193100,Hypophosphatemic rickets,Kidney,2,2,1546
241800,"Hypothalamic Hamartomascongenital Hypothalamic Hamartoma Syndrome, Included",SMO,,,Kidney,0,0,1547
616900,"Hypotonia, Infantile, With Psychomotor Retardation And Characteristic Facies 3",TBCK,PS615419,"Hypotonia, infantile, with psychomotor retardation and characteristic facies",Kidney,0,0,1548
606407,Hypotonia-cystinuria Syndrome,DEL2p21,,,Kidney,0,0,1549
137940,Hypotrichosis-lymphedema-telangiectasia-renal Defect Syndrome,SOX18,,,Kidney,2,2,1550
220150,"Hypouricemia, Renal, 1",SLC22A12,,,Kidney,2,2,1551
612076,"Hypouricemia, Renal, 2",SLC2A9,,,Kidney,2,2,1552
308205,"Ichthyosis Follicularis, Atrichia, And Photophobia Syndrome",MBTPS2,PS308205,IFAP syndrome,Kidney,0,0,1553
242530,"Ichthyosis, Mental Retardation, Dwarfism, And Renal Impairment",,,,Kidney,0,0,1554
161950,"Iga Nephropathy, Susceptibility To, 1",IGAN1,PS161950,IgA nephropathy,Kidney,0,0,1555
613944,"Iga Nephropathy, Susceptibility To, 2",IGAN2,PS161950,IgA nephropathy,Kidney,0,0,1556
616818,"Iga Nephropathy, Susceptibility To, 3",SPRY2,PS161950,IgA nephropathy,Kidney,2,0,1557
615816,Immunodeficiency 23,PGM3,PS300755,Immunodeficiency (Select Examples),Kidney,2,1,1558
613496,"Immunodeficiency, Common Variable, 6",CD81,PS607594,"Immunodeficiency, common variable",Kidney,2,1,1559
304790,"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-linked",FOXP3,,,Kidney,0,0,1560
242900,"Immunoosseous Dysplasia, Schimke Type",SMARCAL1,,,Kidney,2,1,1561
269920,Infantile Sialic Acid Storage Disorder,SLC17A5,,,Kidney,2,2,1562
600989,Infundibulopelvic Dysgenesis,,,,Kidney,0,0,1563
618653,Intellectual Developmental Disorder With Impaired Language And Dysmorphic Facies,DDX6,,,Kidney,2,0,1564
618060,Intellectual Developmental Disorder With Or Without Epilepsy Or Cerebellar Ataxia,RORA,,,Kidney,0,0,1565
614748,"Interstitial Lung Disease, Nephrotic Syndrome, And Epidermolysis Bullosa, Congenital",ITGA3,,,Kidney,2,2,1566
614817,"Interstitial Nephritis, Karyomegalic",FAN1,,,Kidney,0,0,1567
263000,"Interstitial Pneumonitis, Desquamative, Familial",,,,Kidney,0,0,1568
300048,"Intestinal Pseudoobstruction, Neuronal, Chronic Idiopathic, X-linked",FLNA,,,Kidney,1,1,1569
243800,Johanson-blizzard Syndrome,UBR1,,,Kidney,2,1,1570
213300,Joubert Syndrome 1,INPP5E,PS213300,Joubert syndrome,Kidney,2,2,1571
614424,Joubert Syndrome 14,TMEM237,PS213300,Joubert syndrome,Kidney,2,1,1572
614464,Joubert Syndrome 15,CEP41,PS213300,Joubert syndrome,Kidney,2,1,1573
614465,Joubert Syndrome 16,TMEM138,PS213300,Joubert syndrome,Kidney,2,1,1574
614815,Joubert Syndrome 18,TCTN3,PS213300,Joubert syndrome,Kidney,2,1,1575
608091,Joubert Syndrome 2,TMEM216,PS213300,Joubert syndrome,Kidney,2,2,1576
614970,Joubert Syndrome 20,TMEM231,PS213300,Joubert syndrome,Kidney,2,1,1577
615636,Joubert Syndrome 21,CSPP1,PS213300,Joubert syndrome,Kidney,2,2,1578
615665,Joubert Syndrome 22,PDE6D,PS213300,Joubert syndrome,Kidney,2,2,1579
608629,Joubert Syndrome 3,AHI1,PS213300,Joubert syndrome,Kidney,2,2,1580
618161,Joubert Syndrome 35,ARL3,PS213300,Joubert syndrome,Kidney,2,2,1581
609583,Joubert Syndrome 4,NPHP1,PS213300,Joubert syndrome,Kidney,2,2,1582
610188,Joubert Syndrome 5,CEP290,PS213300,Joubert syndrome,Kidney,2,2,1583
610688,Joubert Syndrome 6,TMEM67,PS213300,Joubert syndrome,Kidney,2,1,1584
611560,Joubert Syndrome 7,RPGRIP1L,PS213300,Joubert syndrome,Kidney,2,1,1585
612285,Joubert Syndrome 9,CC2D2A,PS213300,Joubert syndrome,Kidney,2,2,1586
147920,Kabuki Syndrome,KMT2D,PS147920,Kabuki syndrome,Kidney,0,0,1587
308750,Kallmann Syndrome With Spastic Paraplegia,,,,Kidney,0,0,1588
530000,Kearns-sayre Syndrome,,,,Kidney,0,0,1589
618460,Khan-khan-katsanis Syndrome,NCAPG2,,,Kidney,0,0,1590
610253,Kleefstra Syndrome,EHMT1,PS156200,"Mental retardation, autosomal dominant",Kidney,0,0,1591
610253,Kleefstra Syndrome,EHMT1,PS610253,Kleefstra syndrome,Kidney,0,0,1592
118100,"Klippel-feil Syndrome 1, Autosomal Dominant",GDF6,PS118100,Klippel-Feil syndrome,Kidney,0,0,1593
610443,Koolen-de Vries Syndrome,KANSL1,PS156200,"Mental retardation, autosomal dominant",Kidney,0,0,1594
149730,Lacrimoauriculodentodigital Syndrome,FGFR3,,,Kidney,2,1,1595
149730,Lacrimoauriculodentodigital Syndrome,FGF10,,,Kidney,2,1,1596
149730,Lacrimoauriculodentodigital Syndrome,FGFR2,,,Kidney,2,1,1597
607330,Lathosterolosis,SC5D,,,Kidney,1,1,1598
245900,Lecithin:cholesterol Acyltransferase Deficiency,LCAT,,,Kidney,0,0,1599
308940,"Leiomyomatosis, Diffuse, With Alport Syndrome",,,,Kidney,0,0,1600
151100,Leopard Syndrome 1,PTPN11,PS151100,LEOPARD syndrome,Kidney,2,1,1601
300322,Lesch-nyhan Syndrome,HPRT1,,,Kidney,2,1,1602
618681,Lessel-kubisch Syndrome,MDM2,,,Kidney,2,2,1603
607598,Lethal Congenital Contracture Syndrome 2,ERBB3,PS253310,Lethal congenital contracture syndrome,Kidney,0,0,1604
151600,Leukonychia Totalis,PLCD1,PS161050,"Nail disorder, nonsyndromic congenital",Kidney,0,0,1605
151623,Li-fraumeni Syndrome 1,TP53,PS151623,Li-Fraumeni syndrome,Kidney,0,0,1606
177200,Liddle Syndrome,SCNN1B,PS177200,Liddle syndrome,Kidney,2,2,1607
608594,"Lipodystrophy, Congenital Generalized, Type 1",AGPAT2,PS608594,"Lipodystrophy, congenital generalized",Kidney,0,0,1608
269700,"Lipodystrophy, Congenital Generalized, Type 2",BSCL2,PS608594,"Lipodystrophy, congenital generalized",Kidney,2,1,1609
608709,"Lipodystrophy, Partial, Acquired, Susceptibility To",LMNB2,,,Kidney,1,1,1610
613913,"Lipodystrophy, Partial, Acquired, With Low Complement Component C3,with Or Without Glomerulonephritis",,,,Kidney,0,0,1611
611771,Lipoprotein Glomerulopathy,APOE,,,Kidney,2,1,1612
309000,Lowe Oculocerebrorenal Syndrome,OCRL,,,Kidney,0,0,1613
247410,Lymphedema-hypoparathyroidism Syndrome,,,,Kidney,0,0,1614
247800,"Lymphopenic Hypergammaglobulinemia, Antibody Deficiency, Autoimmunehemolytic Anemia, And Glomerulonephritis",,,,Kidney,0,0,1615
247950,Lysine Malabsorption Syndrome,,,,Kidney,0,0,1616
222700,Lysinuric Protein Intolerance,SLC7A7,,,Kidney,2,2,1617
247990,Macdermot-winter Syndrome,,,,Kidney,0,0,1618
602501,Macrocephaly-capillary Malformation,PIK3CA,,,Kidney,0,0,1619
619127,Mandibuloacral Dysplasia Progeroid Syndrome,MTX2,,,Kidney,2,1,1620
248700,Marden-walker Syndrome,PIEZO2,,,Kidney,0,0,1621
248760,Marfanoid Habitus With Microcephaly And Glomerulonephritis,,,,Kidney,0,0,1622
236700,Mckusick-kaufman Syndrome,MKKS,,,Kidney,2,1,1623
616258,Meckel Syndrome 12,KIF14,PS249000,Meckel syndrome,Kidney,2,2,1624
617562,Meckel Syndrome 13,TMEM107,PS213300,Joubert syndrome,Kidney,2,2,1625
617562,Meckel Syndrome 13,TMEM107,PS249000,Meckel syndrome,Kidney,2,2,1626
249000,"Meckel Syndrome, Type 1",MKS1,PS249000,Meckel syndrome,Kidney,2,2,1627
614175,"Meckel Syndrome, Type 10",B9D2,PS213300,Joubert syndrome,Kidney,2,2,1628
614175,"Meckel Syndrome, Type 10",B9D2,PS249000,Meckel syndrome,Kidney,2,2,1629
615397,"Meckel Syndrome, Type 11",TMEM231,PS249000,Meckel syndrome,Kidney,2,2,1630
603194,"Meckel Syndrome, Type 2",TMEM216,PS249000,Meckel syndrome,Kidney,2,2,1631
607361,"Meckel Syndrome, Type 3",TMEM67,PS249000,Meckel syndrome,Kidney,2,2,1632
611134,"Meckel Syndrome, Type 4",CEP290,PS249000,Meckel syndrome,Kidney,2,2,1633
612284,"Meckel Syndrome, Type 6",CC2D2A,PS249000,Meckel syndrome,Kidney,2,2,1634
267010,"Meckel Syndrome, Type 7",NPHP3,PS249000,Meckel syndrome,Kidney,0,0,1635
613885,"Meckel Syndrome, Type 8",TCTN2,PS249000,Meckel syndrome,Kidney,2,2,1636
614209,"Meckel Syndrome, Type 9",B9D1,PS249000,Meckel syndrome,Kidney,2,2,1637
174000,Medullary Cystic Kidney Disease 1,MUC1,PS162000,Tubulointerstitial kidney disease,Kidney,0,0,1638
603860,Medullary Cystic Kidney Disease 2,,,,Kidney,0,0,1639
618719,"Megabladder, Congenital",MYOCD,,,Kidney,2,0,1640
617564,Meier-gorlin Syndrome 8,MCM5,PS224690,Meier-Gorlin syndrome,Kidney,2,1,1641
309350,Melnick-needles Syndrome,FLNA,,,Kidney,2,1,1642
305800,"Membranoproliferative Glomerulonephritis, X-linked",,,,Kidney,0,0,1643
616973,"Mental Retardation, Autosomal Dominant 42",GNB1,PS156200,"Mental retardation, autosomal dominant",Kidney,0,0,1644
300968,"Mental Retardation, X-linked 99, Syndromic, Female-restricted",USP9X,PS309530,"Mental retardation, nonsyndromic, X-linked",Kidney,2,1,1645
300519,"Mental Retardation, X-linked, Syndromic, Martin-probst Type",MRXSMP,PS309510,"Mental retardation, X-linked syndromic",Kidney,0,0,1646
309580,"Mental Retardation-hypotonic Facies Syndrome, X-linked, 1",ATRX,,,Kidney,2,1,1647
249660,"Mesangial Sclerosis, Diffuse Renal, With Ocular Abnormalities",,,,Kidney,0,0,1648
600383,Mesomelia-synostoses Syndrome,DEL8q13,,,Kidney,0,0,1649
156400,"Metaphyseal Chondrodysplasia, Jansen Type",PTH1R,,,Kidney,2,1,1650
277400,"Methylmalonic Aciduria And Homocystinuria, Cblc Type",MMACHC,,,Kidney,0,0,1651
277400,"Methylmalonic Aciduria And Homocystinuria, Cblc Type",PRDX1,,,Kidney,2,2,1652
251000,Methylmalonic Aciduria Due To Methylmalonyl-coa Mutase Deficiency,MMUT,,,Kidney,0,0,1653
210710,"Microcephalic Osteodysplastic Primordial Dwarfism, Type I",RNU4ATAC,,,Kidney,0,0,1654
617090,"Microcephaly 17, Primary, Autosomal Recessive",CIT,PS251200,"Microcephaly, primary autosomal recessive",Kidney,0,0,1655
617914,"Microcephaly 20, Primary, Autosomal Recessive",KIF14,PS251200,"Microcephaly, primary autosomal recessive",Kidney,0,0,1656
601355,"Microcephaly, Congenital Heart Disease, Unilateral Renal Agenesis,and Hyposegmented Lungs",,,,Kidney,0,0,1657
618142,"Microcephaly, Facial Dysmorphism, Renal Agenesis, And Ambiguous Genitalia Syndrome",CTU2,,,Kidney,2,2,1658
616817,"Microcephaly, Short Stature, And Impaired Glucose Metabolism 2",PPP1R15B,,,Kidney,2,1,1659
156810,Microgastria-limb Reduction Defects Association,,,,Kidney,0,0,1660
309800,"Microphthalmia, Syndromic 1",NAA10,PS309800,"Microphthalmia, syndromic",Kidney,2,1,1661
607932,"Microphthalmia, Syndromic 6",BMP4,PS309800,"Microphthalmia, syndromic",Kidney,2,1,1662
601186,"Microphthalmia, Syndromic 9",STRA6,PS300345,"Microphthalmia, isolated, with coloboma",Kidney,0,0,1663
601186,"Microphthalmia, Syndromic 9",STRA6,PS309800,"Microphthalmia, syndromic",Kidney,0,0,1664
300990,"Midface Hypoplasia, Hearing Impairment, Elliptocytosis, And Nephrocalcinosis",AMMECR1,,,Kidney,0,0,1665
247200,Miller-dieker Lissencephaly Syndrome,MDLS,PS607432,Lissencephaly,Kidney,0,0,1666
618240,"Mitochondrial Complex I Deficiency, Nuclear Type 18",NDUFAF3,PS252010,"Mitochondrial complex I deficiency, nuclear type",Kidney,1,1,1667
618250,"Mitochondrial Complex I Deficiency, Nuclear Type 29",TMEM126B,PS252010,"Mitochondrial complex I deficiency, nuclear type",Kidney,1,1,1668
124000,Mitochondrial Complex Iii Deficiency,BCS1L,PS124000,"Mitochondrial complex III deficiency, nuclear type",Kidney,2,1,1669
615824,"Mitochondrial Complex Iii Deficiency, Nuclear Type 7",UQCC2,PS124000,"Mitochondrial complex III deficiency, nuclear type",Kidney,0,0,1670
220110,Mitochondrial Complex Iv Deficiency,SURF1,PS220110,"Mitochondrial complex IV deficiency, nuclear-type",Kidney,2,2,1671
619053,"Mitochondrial Complex Iv Deficiency, Nuclear Type 10",COX14,PS220110,"Mitochondrial complex IV deficiency, nuclear-type",Kidney,0,0,1672
615471,Mitochondrial Dna Depletion Syndrome 13 (encephalomyopathic Type),FBXL4,PS603041,Mitochondrial DNA depletion syndrome,Kidney,2,1,1673
612075,Mitochondrial Dna Depletion Syndrome 8a (encephalomyopathic Type Withrenal Tubulopathy),RRM2B,PS603041,Mitochondrial DNA depletion syndrome,Kidney,2,0,1674
157800,"Mitral Regurgitation, Conductive Deafness, And Fusion Of Cervicalvertebrae And Of Carpal And Tarsal Bones",MAP3K7,,,Kidney,0,0,1675
252150,Molybdenum Cofactor Deficiency,MOCS1,PS252150,Molybdenum cofactor deficiency,Kidney,0,0,1676
252160,"Molybdenum Cofactor Deficiency, Complementation Group B",MOCS2,PS252150,Molybdenum cofactor deficiency,Kidney,0,0,1677
257300,Mosaic Variegated Aneuploidy Syndrome 1,BUB1B,PS257300,Mosaic variegated aneuploidy syndrome,Kidney,0,0,1678
617598,Mosaic Variegated Aneuploidy Syndrome 3,TRIP13,PS257300,Mosaic variegated aneuploidy syndrome,Kidney,0,0,1679
235730,Mowat-wilson Syndrome,ZEB2,,,Kidney,0,0,1680
191900,Muckle-wells Syndrome,NLRP3,,,Kidney,2,1,1681
158310,"Mucoepithelial Dysplasia, Hereditary",SREBF1,,,Kidney,0,0,1682
617303,Mucopolysaccharidosis-plus Syndrome,VPS33A,,,Kidney,2,2,1683
617352,Mulchandani-bhoj-conlin Syndrome,MBCS,,,Kidney,0,0,1684
253250,Mulibrey Nanism,TRIM37,,,Kidney,0,0,1685
158330,Mullerian Aplasia And Hyperandrogenism,WNT4,,,Kidney,2,1,1686
235255,"Mullerian Derivatives, Persistence Of, With Lymphangiectasia And Postaxialpolydactyly",,,,Kidney,0,0,1687
601076,"Mullerian Duct Aplasia, Unilateral Renal Agenesis, And Cervicothoracicsomite Anomalies",,,,Kidney,0,0,1688
143400,"Multicystic Renal Dysplasia, Bilateral",TBX18,PS610805,Congenital anomalies of kidney and urinary tract,Kidney,0,0,1689
236500,"Multinucleated Neurons, Anhydramnios, Renal Dysplasia, Cerebellar Hypoplasia, And Hydranencephaly",CEP55,,,Kidney,0,0,1690
231680,Multiple Acyl-coa Dehydrogenase Deficiency,ETFDH,,,Kidney,2,1,1691
231680,Multiple Acyl-coa Dehydrogenase Deficiency,ETFA,,,Kidney,2,1,1692
231680,Multiple Acyl-coa Dehydrogenase Deficiency,ETFB,,,Kidney,2,1,1693
614080,Multiple Congenital Anomalies-hypotonia-seizures Syndrome 1,PIGN,PS614080,Multiple congenital anomalies-hypotonia-seizures syndrome,Kidney,0,0,1694
300868,Multiple Congenital Anomalies-hypotonia-seizures Syndrome 2,PIGA,PS308350,Developmental and epileptic encephalopathy,Kidney,1,1,1695
300868,Multiple Congenital Anomalies-hypotonia-seizures Syndrome 2,PIGA,PS614080,Multiple congenital anomalies-hypotonia-seizures syndrome,Kidney,1,1,1696
615398,Multiple Congenital Anomalies-hypotonia-seizures Syndrome 3,PIGT,PS614080,Multiple congenital anomalies-hypotonia-seizures syndrome,Kidney,2,1,1697
610755,"Multiple Endocrine Neoplasia, Type Iv",CDKN1B,PS131100,Multiple endocrine neoplasia,Kidney,2,2,1698
194071,Multiple Tumor-associated Chromosome Region 1,ICR1,PS194070,Wilms tumor,Kidney,0,0,1699
611376,Mungan Syndrome,MGS,,,Kidney,0,0,1700
611376,Mungan Syndrome,RAD21,,,Kidney,2,1,1701
236670,Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eye,POMT1,PS236670,"Muscular dystrophy-dystroglycanopathy, type A",Kidney,2,1,1702
615287,"Muscular Dystrophy-dystroglycanopathy (congenital With Brain And Eye Anomalies), Type A, 13",B4GAT1,PS236670,"Muscular dystrophy-dystroglycanopathy, type A",Kidney,0,0,1703
160010,"Myoglobinuria, Autosomal Dominant",,,,Kidney,0,0,1704
618578,"Myopathy, Congenital, Progressive, With Scoliosis",PAX7,,,Kidney,0,0,1705
618975,"Myopathy, Congenital, With Diaphragmatic Defects, Respiratory Insufficiency, And Dysmorphic Facies",MYOD1,,,Kidney,0,0,1706
618829,"Nabais Sa-de Vries Syndrome, Type 2",SPOP,,,Kidney,0,0,1707
161200,Nail-patella Syndrome,LMX1B,,,Kidney,0,0,1708
256020,Nail-patella-like Renal Disease,LMX1B,PS603278,Focal segmental glomerulosclerosis,Kidney,0,0,1709
167030,"Nephrolithiasis, Calcium Oxalate",SLC26A1,,,Kidney,2,2,1710
310468,"Nephrolithiasis, X-linked Recessive, With Renal Failure",CLCN5,,,Kidney,2,2,1711
612286,"Nephrolithiasis/osteoporosis, Hypophosphatemic, 1",SLC34A1,PS612286,"Nephrolithiasis/osteoporosis, hypophosphatemic",Kidney,2,2,1712
612287,"Nephrolithiasis/osteoporosis, Hypophosphatemic, 2",SLC9A3R1,PS612286,"Nephrolithiasis/osteoporosis, hypophosphatemic",Kidney,2,2,1713
256100,Nephronophthisis 1,NPHP1,PS256100,Nephronophthisis,Kidney,2,2,1714
613550,Nephronophthisis 11,TMEM67,PS256100,Nephronophthisis,Kidney,2,2,1715
613820,Nephronophthisis 12,TTC21B,PS256100,Nephronophthisis,Kidney,2,2,1716
614377,Nephronophthisis 13,WDR19,PS256100,Nephronophthisis,Kidney,0,0,1717
614844,Nephronophthisis 14,ZNF423,PS213300,Joubert syndrome,Kidney,0,0,1718
614844,Nephronophthisis 14,ZNF423,PS256100,Nephronophthisis,Kidney,0,0,1719
614845,Nephronophthisis 15,CEP164,PS256100,Nephronophthisis,Kidney,2,2,1720
615382,Nephronophthisis 16,ANKS6,PS256100,Nephronophthisis,Kidney,2,2,1721
615862,Nephronophthisis 18,CEP83,PS256100,Nephronophthisis,Kidney,2,2,1722
616217,Nephronophthisis 19,DCDC2,PS256100,Nephronophthisis,Kidney,2,2,1723
602088,Nephronophthisis 2,INVS,PS256100,Nephronophthisis,Kidney,2,2,1724
617271,Nephronophthisis 20,MAPKBP1,PS256100,Nephronophthisis,Kidney,2,2,1725
604387,Nephronophthisis 3,NPHP3,PS256100,Nephronophthisis,Kidney,2,2,1726
606966,Nephronophthisis 4,NPHP4,PS256100,Nephronophthisis,Kidney,2,2,1727
611498,Nephronophthisis 7,GLIS2,PS256100,Nephronophthisis,Kidney,2,2,1728
613824,Nephronophthisis 9,NEK8,PS256100,Nephronophthisis,Kidney,2,2,1729
613159,Nephronophthisis-like Nephropathy 1,XPNPEP3,PS256100,Nephronophthisis,Kidney,0,0,1730
609057,Nephropathy With Pretibial Epidermolysis Bullosa And Deafness,CD151,,,Kidney,2,1,1731
256120,"Nephropathy, Deafness, And Hyperparathyroidism",,,,Kidney,0,0,1732
602114,"Nephropathy, Progressive Tubulointerstitial, With Cholestatic Liverdisease",,,,Kidney,0,0,1733
256150,Nephrosialidosis,,,,Kidney,0,0,1734
256200,Nephrosis With Deafness And Urinary Tract And Digital Malformations,,,,Kidney,0,0,1735
256300,"Nephrotic Syndrome, Type 1",NPHS1,PS256300,Nephrotic syndrome,Kidney,2,2,1736
615861,"Nephrotic Syndrome, Type 10",EMP2,PS256300,Nephrotic syndrome,Kidney,2,2,1737
616730,"Nephrotic Syndrome, Type 11",NUP107,PS256300,Nephrotic syndrome,Kidney,2,2,1738
616892,"Nephrotic Syndrome, Type 12",NUP93,PS256300,Nephrotic syndrome,Kidney,2,2,1739
616893,"Nephrotic Syndrome, Type 13",NUP205,PS256300,Nephrotic syndrome,Kidney,2,2,1740
617575,"Nephrotic Syndrome, Type 14",SGPL1,PS256300,Nephrotic syndrome,Kidney,2,2,1741
617609,"Nephrotic Syndrome, Type 15",MAGI2,PS256300,Nephrotic syndrome,Kidney,0,0,1742
617783,"Nephrotic Syndrome, Type 16",KANK2,PS256300,Nephrotic syndrome,Kidney,2,2,1743
618176,"Nephrotic Syndrome, Type 17",NUP85,PS256300,Nephrotic syndrome,Kidney,2,2,1744
618177,"Nephrotic Syndrome, Type 18",NUP133,PS256300,Nephrotic syndrome,Kidney,0,0,1745
618178,"Nephrotic Syndrome, Type 19",NUP160,PS256300,Nephrotic syndrome,Kidney,0,0,1746
600995,"Nephrotic Syndrome, Type 2",NPHS2,PS256300,Nephrotic syndrome,Kidney,2,2,1747
301028,"Nephrotic Syndrome, Type 20",TBC1D8B,PS256300,Nephrotic syndrome,Kidney,2,2,1748
618594,"Nephrotic Syndrome, Type 21",AVIL,PS256300,Nephrotic syndrome,Kidney,0,0,1749
610725,"Nephrotic Syndrome, Type 3",PLCE1,PS256300,Nephrotic syndrome,Kidney,2,2,1750
256370,"Nephrotic Syndrome, Type 4",WT1,PS256300,Nephrotic syndrome,Kidney,2,2,1751
614199,"Nephrotic Syndrome, Type 5, With Or Without Ocular Abnormalities",LAMB2,PS256300,Nephrotic syndrome,Kidney,2,2,1752
614196,"Nephrotic Syndrome, Type 6",PTPRO,PS256300,Nephrotic syndrome,Kidney,2,2,1753
615008,"Nephrotic Syndrome, Type 7",DGKE,PS235400,Hemolytic uremic syndrome,Kidney,2,2,1754
615008,"Nephrotic Syndrome, Type 7",DGKE,PS256300,Nephrotic syndrome,Kidney,2,2,1755
615244,"Nephrotic Syndrome, Type 8",ARHGDIA,PS256300,Nephrotic syndrome,Kidney,2,2,1756
615573,"Nephrotic Syndrome, Type 9",COQ8B,PS256300,Nephrotic syndrome,Kidney,2,2,1757
256520,Neu-laxova Syndrome,PHGDH,PS256520,Neu-Laxova syndrome,Kidney,2,1,1758
618571,"Neurodevelopmental Disorder With Cataracts, Poor Growth, And Dysmorphic Facies",INTS1,,,Kidney,1,1,1759
618659,Neurodevelopmental Disorder With Dysmorphic Facies And Distal Skeletal Anomalies,ZMIZ1,,,Kidney,2,1,1760
617913,"Neurodevelopmental Disorder With Microcephaly, Cataracts, And Renal Abnormalities",GEMIN4,,,Kidney,0,0,1761
616975,"Neurodevelopmental Disorder With Or Without Anomalies Of The Brain, Eye, Or Heart",RERE,,,Kidney,2,1,1762
618914,"Neurodevelopmental, Jaw, Eye, And Digital Syndrome",FBXW11,,,Kidney,0,0,1763
256690,Neurofaciodigitorenal Syndrome,,,,Kidney,0,0,1764
162200,"Neurofibromatosis, Type I",NF1,,,Kidney,0,0,1765
618733,Neuromuscular Disease And Ocular Or Auditory Anomalies With Or Without Seizures,DHX16,,,Kidney,2,1,1766
223900,"Neuropathy, Hereditary Sensory And Autonomic, Type Iii",ELP1,PS162400,Hereditary sensory and autonomic neuropathy,Kidney,0,0,1767
612541,"Neutropenia, Severe Congenital, 4, Autosomal Recessive",G6PC3,PS202700,"Neutropenia, severe congenital",Kidney,2,1,1768
251260,Nijmegen Breakage Syndrome,NBN,,,Kidney,1,1,1769
163700,"Nipples, Supernumerary",,,,Kidney,0,0,1770
163850,"Noduli Cutanei, Multiple, With Urinary Tract Abnormalities",,,,Kidney,0,0,1771
619087,Noonan Syndrome 13,MAPK1,PS163950,Noonan syndrome,Kidney,0,0,1772
257550,Ocular Motor Apraxia,COMA,,,Kidney,0,0,1773
257970,Oculorenocerebellar Syndrome,,,,Kidney,0,0,1774
618440,Oculoskeletodental Syndrome,PIK3C2A,,,Kidney,2,1,1775
258040,Oeis Complex,,,,Kidney,0,0,1776
