 b cell,marginal zone b cell differentiation,positive regulation of b cell proliferation,negative regulation of b cell receptor signaling pathway,regulation of b cell activation,regulation of b cell differentiation,negative regulation of b cell proliferation,b-1 b cell lineage commitment,mature b cell differentiation involved in immune response,follicular b cell differentiation,regulation of b cell antigen processing and presentation,negative regulation of b cell activation,positive regulation of b cell chemotaxis,positive regulation of b cell activation,positive regulation of b cell apoptotic process,immature b cell differentiation,regulation of b cell receptor signaling pathway,regulation of b cell apoptotic process,positive regulation of b cell receptor signaling pathway,positive regulation of b cell differentiation,germinal center b cell differentiation,negative regulation of b cell apoptotic process,b-1 b cell homeostasis,b-1 b cell differentiation,regulation of b cell proliferation,positive regulation of central b cell tolerance induction,mature b cell differentiation,negative regulation of b cell differentiation,negative regulation of mature b cell apoptotic process,b-1a b cell differentiation,positive regulation of b cell tolerance induction,peripheral b cell tolerance induction,primary adaptive immune response involving t cells and b cells,transitional one stage b cell differentiation,regulation of b cell cytokine production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 renal,positive regulation of renal sodium excretion,negative regulation of renal sodium excretion,regulation of renal sodium excretion,regulation of renal output by angiotensin,epithelial cell proliferation involved in renal tubule morphogenesis,negative regulation of renal albumin absorption,bmp signaling pathway involved in renal system segmentation,mesenchymal cell differentiation involved in renal system development,regulation of blood volume by renal aldosterone,positive regulation of renal water transport,metanephric renal vesicle morphogenesis,positive regulation of renal albumin absorption,mesenchymal to epithelial transition involved in metanephric renal vesicle formation,negative regulation of renal phosphate excretion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 t cell,negative regulation of t cell receptor signaling pathway,negative regulation of cd4-positive_ alpha-beta t cell costimulation,regulation of t cell migration,negative regulation of t cell activation,positive regulation of t cell chemotaxis,nk t cell differentiation,positive regulation of cd4-positive_ alpha-beta t cell differentiation,negative regulation of cd8-positive_ alpha-beta t cell differentiation,negative regulation of nk t cell proliferation,regulation of cd4-positive_ alpha-beta t cell differentiation,regulation of cd8-positive_ alpha-beta t cell differentiation,positive regulation of t cell proliferation,positive regulation of t cell mediated cytotoxicity,memory t cell extravasation,negative regulation of cytotoxic t cell degranulation,negative regulation of t cell cytokine production,positive regulation of t cell cytokine production,positive regulation of cd4-positive_ alpha-beta t cell proliferation,negative regulation of cd4-positive_ alpha-beta t cell proliferation,positive regulation of cd8-positive_ alpha-beta t cell proliferation,regulation of t cell proliferation,negative regulation of regulatory t cell differentiation,memory t cell activation,positive regulation of memory t cell differentiation,positive regulation of alpha-beta t cell proliferation,positive regulation of cd4-positive_ alpha-beta t cell costimulation,regulation of t cell activation,negative regulation of activated t cell proliferation,regulation of t cell receptor signaling pathway,positive regulation of t cell mediated cytotoxicity directed against tumor cell target,negative regulation of t cell mediated cytotoxicity,positive regulation of t cell mediated immunity,positive thymic t cell selection,negative thymic t cell selection,positive regulation of t cell differentiation,positive regulation of gamma-delta t cell differentiation,gamma-delta t cell differentiation,regulation of gamma-delta t cell differentiation,positive regulation of t cell receptor signaling pathway,negative regulation of t cell proliferation,cd4-positive_ alpha-beta t cell cytokine production,positive regulation of cd4-positive_ alpha-beta t cell activation,regulation of regulatory t cell differentiation,positive regulation of regulatory t cell differentiation,thymic t cell selection,positive regulation of alpha-beta t cell differentiation,regulation of t cell tolerance induction,activation-induced cell death of t cells,positive regulation of activated t cell proliferation,regulation of t cell homeostatic proliferation,positive regulation of t cell activation,negative regulation of t cell apoptotic process,t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,regulation of t cell differentiation in thymus,positive regulation of t cell migration,maintenance of granzyme b location in t cell secretory granule,negative regulation of cd8-positive_ alpha-beta t cell proliferation,cd4-positive_ alpha-beta t cell differentiation,negative regulation of activation-induced cell death of t cells,positive regulation of t cell differentiation in thymus,alpha-beta t cell activation,positive regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,cd4-positive_ alpha-beta t cell costimulation,regulation of t cell differentiation,regulation of cd8-positive_ alpha-beta t cell proliferation,positive regulation of cytotoxic t cell differentiation,positive regulation of cd8-positive_ alpha-beta cytotoxic t cell extravasation,positive regulation of nk t cell proliferation,positive regulation of nk t cell differentiation,gamma-delta t cell activation,positive regulation of t cell anergy,establishment of t cell polarity,regulation of cd8-positive_ alpha-beta t cell activation,helper t cell enhancement of adaptive immune response,cd8-positive_ alpha-beta t cell activation,positive regulation of cd8-positive_ alpha-beta t cell differentiation,positive regulation of nk t cell activation,positive regulation of cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation involved in immune response,negative regulation of t cell differentiation,regulation of t cell mediated immune response to tumor cell,negative regulation of cd4-positive_ alpha-beta t cell differentiation,negative regulation of t cell migration,cd8-positive_ alpha-beta intraepithelial t cell differentiation,cd8-positive_ gamma-delta intraepithelial t cell differentiation,cd8-positive_ alpha-beta t cell differentiation,regulation of activated t cell proliferation,regulation of t cell mediated cytotoxicity,regulation of activation-induced cell death of t cells,regulation of cd8-positive_ alpha-beta cytotoxic t cell extravasation,negative regulation of t cell differentiation in thymus,negative regulation of immature t cell proliferation in thymus,regulation of t cell apoptotic process,negative regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell,negative regulation of activated cd8-positive_ alpha-beta t cell apoptotic process,positive t cell selection,alpha-beta t cell differentiation,cytotoxic t cell degranulation,positive regulation of gamma-delta t cell activation,cd4-positive or cd8-positive_ alpha-beta t cell lineage commitment,helper t cell diapedesis,positive regulation of activated t cell autonomous cell death,regulation of positive thymic t cell selection,positive regulation of establishment of t cell polarity,helper t cell extravasation,positive regulation of t cell apoptotic process,positive regulation of t cell costimulation,negative regulation of nk t cell activation,negative regulation of cd4-positive_ alpha-beta t cell activation,negative regulation of positive thymic t cell selection,regulation of t cell anergy,cd8-positive_ alpha-beta t cell lineage commitment,negative regulation of t cell mediated immunity,negative regulation of t cell extravasation,negative regulation of memory t cell differentiation,regulation of t cell cytokine production,regulatory t cell differentiation,susceptibility to t cell mediated cytotoxicity,positive regulation of t cell tolerance induction,cd4-positive_ alpha-beta t cell activation,cytotoxic t cell differentiation,positive regulation of immature t cell proliferation in thymus,positive regulation of t cell mediated immune response to tumor cell,negative regulation of alpha-beta t cell differentiation,negative regulation of alpha-beta t cell proliferation,peripheral t cell tolerance induction,negative regulation of alpha-beta t cell activation,activated t cell proliferation,cd8-positive_ alpha-beta t cell differentiation involved in immune response,positive regulation of cd8-positive_ alpha-beta t cell extravasation,alpha-beta t cell lineage commitment,regulation of memory t cell differentiation,regulation of t cell chemotaxis,nk t cell proliferation,extrathymic t cell selection,alpha-beta t cell proliferation,negative regulation of establishment of t cell polarity,negative regulation of t cell antigen processing and presentation,negative regulation of cd8-positive_ alpha-beta t cell activation,positive regulation of memory t cell activation,positive regulation of cd8-positive_ alpha-beta t cell activation,regulation of cd4-positive_ alpha-beta t cell activation,primary adaptive immune response involving t cells and b cells,regulation of extrathymic t cell differentiation,regulation of nk t cell differentiation,negative t cell selection,negative regulation of immature t cell proliferation,cd4-positive_ cd25-positive_ alpha-beta regulatory t cell lineage commitment,nk t cell lineage commitment,cd4-positive_ alpha-beta t cell lineage commitment,positive regulation of immature t cell proliferation,memory t cell proliferation,positive regulation of activated cd8-positive_ alpha-beta t cell apoptotic process,regulation of establishment of t cell polarity,memory t cell differentiation,cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation,positive regulation of gamma-delta t cell activation involved in immune response,regulation of t cell antigen processing and presentation,positive regulation of peripheral t cell tolerance induction,positive regulation of cd4-positive_ cd25-positive_ alpha-beta regulatory t cell differentiation,positive regulation of t cell extravasation,immature t cell proliferation in thymus,,,,,,,,,,,,,,,,,,,,,,,,
natural killer,positive regulation of natural killer cell mediated cytotoxicity,positive regulation of natural killer cell cytokine production,positive regulation of natural killer cell mediated immune response to tumor cell,establishment of natural killer cell polarity,negative regulation of natural killer cell differentiation involved in immune response,natural killer cell activation,natural killer cell mediated cytotoxicity,natural killer cell activation involved in immune response,positive regulation of natural killer cell mediated immunity,mature natural killer cell chemotaxis,positive regulation of natural killer cell chemotaxis,natural killer cell differentiation,positive regulation of natural killer cell proliferation,susceptibility to natural killer cell mediated cytotoxicity,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,natural killer cell degranulation,negative regulation of natural killer cell mediated cytotoxicity,natural killer cell inhibitory signaling pathway,natural killer cell mediated immunity,negative regulation of natural killer cell chemotaxis,positive regulation of natural killer cell activation,negative regulation of natural killer cell activation,positive regulation of natural killer cell degranulation,positive regulation of natural killer cell differentiation,regulation of natural killer cell mediated cytotoxicity,natural killer cell tolerance induction,protection from natural killer cell mediated cytotoxicity,regulation of natural killer cell activation,negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,regulation of natural killer cell apoptotic process,negative regulation of natural killer cell cytokine production,negative regulation of natural killer cell degranulation,regulation of natural killer cell mediated immunity,regulation of natural killer cell differentiation,natural killer cell chemotaxis,regulation of natural killer cell proliferation,natural killer cell proliferation,regulation of natural killer cell differentiation involved in immune response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neural crest ,neural crest cell migration,neural crest formation,neural crest cell development,ventral trunk neural crest cell migration,neural crest cell migration involved in autonomic nervous system development,neural crest cell migration involved in heart formation,cardiac neural crest cell migration involved in outflow tract morphogenesis,neural crest cell differentiation,canonical wnt signaling pathway involved in neural crest cell differentiation,positive regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis,neural crest cell fate specification,cardiac neural crest cell development involved in heart development,negative regulation of neural crest formation,cardiac neural crest cell development involved in outflow tract morphogenesis,neural crest cell fate commitment,neural crest cell migration involved in sympathetic nervous system development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neuroblast,asymmetric neuroblast division,positive regulation of neuroblast proliferation,forebrain neuroblast division,wnt signaling pathway involved in forebrain neuroblast division,negative regulation of neuroblast proliferation,ventricular zone neuroblast division,negative regulation of neuroblast migration,neuroblast proliferation,regulation of neuroblast proliferation,neuroblast fate determination,neuroblast division in subventricular zone,establishment of neuroblast polarity,neuroblast differentiation,neuroblast migration,neuroblast delamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neuroendocrine ,neuroendocrine cell differentiation,lung neuroendocrine cell differentiation,stomach neuroendocrine cell differentiation,negative regulation of stomach neuroendocrine cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neuron,positive regulation of neuron migration,positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,positive regulation of neuron projection development,neuron projection development,negative regulation of neuron projection development,central nervous system projection neuron axonogenesis,central nervous system neuron axonogenesis,regulation of neuron differentiation,neuron differentiation,neuron migration,negative regulation of neuron death,positive regulation of neuronal action potential,positive regulation of neuron differentiation,negative regulation of neuron apoptotic process,regulation of long-term neuronal synaptic plasticity,neuron apoptotic process,neuron death,dopaminergic neuron axon guidance,serotonergic neuron axon guidance,positive regulation of neuron death,negative regulation of neuron differentiation,neuron development,midbrain dopaminergic neuron differentiation,dopaminergic neuron differentiation,central nervous system neuron differentiation,spinal cord motor neuron differentiation,neuron fate determination,regulation of neuron projection regeneration,neuronal stem cell population maintenance,positive regulation of neuron apoptotic process,negative regulation of neuron migration,neuron projection extension,neuron cell-cell adhesion,motor neuron axon guidance,medial motor column neuron differentiation,dorsal spinal cord interneuron anterior axon guidance,regulation of neuron apoptotic process,central nervous system neuron development,cerebral cortex gabaergic interneuron migration,regulation of neuronal synaptic plasticity,regulation of neuron death,neuron projection morphogenesis,negative regulation of hydrogen peroxide-induced neuron death,positive regulation of forebrain neuron differentiation,generation of neurons,regulation of neuron projection development,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,spinal cord association neuron differentiation,negative regulation of dopaminergic neuron differentiation,pyramidal neuron migration,neuron fate commitment,anterograde neuronal dense core vesicle transport,retrograde neuronal dense core vesicle transport,branchiomotor neuron axon guidance,gonadotrophin-releasing hormone neuronal migration to the hypothalamus,commissural neuron axon guidance,sensory neuron axon guidance,motor neuron migration,sympathetic neuron projection extension,sympathetic neuron projection guidance,semaphorin-plexin signaling pathway involved in neuron projection guidance,positive regulation of neuron maturation,neuron maturation,positive regulation of midbrain dopaminergic neuron differentiation,regulation of dopaminergic neuron differentiation,neuronal action potential,chemorepulsion involved in interneuron migration from the subpallium to the cortex,neuron-neuron synaptic transmission,motor neuron apoptotic process,regulation of neuron migration,regulation of transcription from rna polymerase ii promoter involved in spinal cord association neuron specification,forebrain neuron development,smoothened signaling pathway involved in ventral spinal cord interneuron specification,smoothened signaling pathway involved in spinal cord motor neuron cell fate specification,positive regulation of long-term neuronal synaptic plasticity,cerebellar neuron development,pyramidal neuron development,neuron projection guidance,regulation of transcription from rna polymerase ii promoter involved in spinal cord motor neuron fate specification,regulation of transcription from rna polymerase ii promoter involved in ventral spinal cord interneuron specification,neuron projection maintenance,neuron projection regeneration,ventral spinal cord interneuron specification,neuron recognition,commitment of neuronal cell to specific neuron type in forebrain,regulation of transcription from rna polymerase ii promoter involved in somatic motor neuron fate commitment,retinal bipolar neuron differentiation,noradrenergic neuron differentiation,somatic motor neuron differentiation,cerebral cortex neuron differentiation,positive regulation of neuron projection arborization,regulation of neuronal action potential,negative regulation of motor neuron apoptotic process,negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway,negative regulation of neuron projection regeneration,neuronal signal transduction,regulation of neuron maturation,neuron projection arborization,neuron cellular homeostasis,neuron remodeling,astrocyte-dopaminergic neuron signaling,negative regulation of oxidative stress-induced neuron death,canonical wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,spinal cord motor neuron cell fate specification,regulation of transcription from rna polymerase ii promoter involved in forebrain neuron fate commitment,neuron fate specification,noradrenergic neuron development,noradrenergic neuron fate commitment,forebrain neuron differentiation,cerebral cortex gabaergic interneuron differentiation,subpallium neuron fate commitment,regulation of timing of subpallium neuron differentiation,ventral spinal cord interneuron fate commitment,central nervous system interneuron axonogenesis,cell morphogenesis involved in neuron differentiation,negative regulation of neuron maturation,peripheral nervous system neuron development,peripheral nervous system neuron differentiation,forebrain neuron fate commitment,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,striatal medium spiny neuron differentiation,negative regulation of forebrain neuron differentiation,regulation of neuron projection arborization,visceral motor neuron differentiation,neuronal action potential propagation,neuron death in response to oxidative stress,regulation of short-term neuronal synaptic plasticity,positive regulation of hippocampal neuron apoptotic process,olfactory bulb interneuron differentiation,negative regulation of hippocampal neuron apoptotic process,neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration,hypothalamus gonadotrophin-releasing hormone neuron development,dorsal spinal cord interneuron posterior axon guidance,lateral motor column neuron migration,non-canonical wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,cerebral cortex gabaergic interneuron development,positive regulation of wnt-mediated midbrain dopaminergic neuron differentiation,negative regulation of short-term neuronal synaptic plasticity,olfactory bulb interneuron development,neuronal dense core vesicle exocytosis,corticospinal neuron axon guidance,fasciculation of sensory neuron axon,negative regulation of neuron remodeling,cerebral cortex gabaergic interneuron fate commitment,regulation of oxidative stress-induced neuron death,fasciculation of motor neuron axon,neuron projection fasciculation,negative regulation of neuronal action potential,neuron-glial cell signaling,ventral spinal cord interneuron fate determination,regulation of motor neuron apoptotic process,positive regulation of oxidative stress-induced neuron death,peripheral nervous system neuron axonogenesis,neuronal ion channel clustering,planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation,chemoattraction of serotonergic neuron axon,chemorepulsion of dopaminergic neuron axon,chemorepulsion involved in postnatal olfactory bulb interneuron migration,interneuron migration from the subpallium to the cortex,neuron projection organization,ventral spinal cord interneuron differentiation,gabaergic neuron differentiation,regulation of forebrain neuron differentiation,regulation of timing of neuron differentiation,corticospinal neuron axon guidance through spinal cord,retrotrapezoid nucleus neuron differentiation,regulation of midbrain dopaminergic neuron differentiation,gabaergic neuron differentiation in basal ganglia,forebrain generation of neurons,spinal cord motor neuron migration,positive regulation of neuron projection regeneration,interneuron axon guidance,positive regulation of lateral motor column neuron migration,neuronal-glial interaction involved in cerebral cortex radial glia guided migration,positive regulation of dopaminergic neuron differentiation,regulation of neuronal signal transduction,pyramidal neuron differentiation,embryonic olfactory bulb interneuron precursor migration,cardiac neuron differentiation,cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration,neuron projection retraction,negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway,glial cell-neuron signaling,commissural neuron differentiation in spinal cord
neutrophil,neutrophil degranulation,neutrophil chemotaxis,neutrophil aggregation,negative regulation of neutrophil migration,neutrophil activation involved in immune response,negative regulation of neutrophil activation,positive regulation of neutrophil chemotaxis,neutrophil differentiation,negative regulation of neutrophil apoptotic process,positive regulation of neutrophil extravasation,regulation of neutrophil migration,neutrophil-mediated killing of gram-negative bacterium,neutrophil activation,neutrophil extravasation,neutrophil homeostasis,regulation of neutrophil chemotaxis,neutrophil migration,neutrophil mediated immunity,neutrophil apoptotic process,positive regulation of neutrophil apoptotic process,neutrophil clearance,neutrophil-mediated killing of gram-positive bacterium,regulation of neutrophil mediated cytotoxicity,positive regulation of neutrophil degranulation,negative regulation of neutrophil degranulation,positive regulation of neutrophil differentiation,neutrophil-mediated killing of bacterium,neutrophil-mediated killing of fungus,regulation of neutrophil degranulation,negative regulation of neutrophil chemotaxis,negative regulation of neutrophil differentiation,positive regulation of neutrophil activation,regulation of neutrophil mediated killing of gram-negative bacterium,regulation of neutrophil apoptotic process,positive regulation of neutrophil mediated killing of gram-negative bacterium,positive regulation of neutrophil mediated killing of fungus,regulation of neutrophil extravasation,regulation of neutrophil activation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oligodendrocyte,oligodendrocyte development,spinal cord oligodendrocyte cell differentiation,regulation of oligodendrocyte differentiation,oligodendrocyte differentiation,negative regulation of oligodendrocyte differentiation,positive regulation of oligodendrocyte progenitor proliferation,positive regulation of oligodendrocyte differentiation,oligodendrocyte cell fate specification,spinal cord oligodendrocyte cell fate specification,oligodendrocyte cell fate commitment,negative regulation of oligodendrocyte apoptotic process,oligodendrocyte apoptotic process,regulation of oligodendrocyte progenitor proliferation,negative regulation of oligodendrocyte progenitor proliferation,positive regulation of oligodendrocyte apoptotic process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oocyte,oocyte maturation,oocyte development,positive regulation of oocyte development,oocyte growth,oocyte differentiation,negative regulation of oocyte development,positive regulation of oocyte maturation,regulation of meiotic cell cycle process involved in oocyte maturation,negative regulation of oocyte maturation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osteoblast,positive regulation of osteoblast differentiation,osteoblast differentiation,osteoblast development,negative regulation of osteoblast proliferation,negative regulation of osteoblast differentiation,negative regulation of canonical wnt signaling pathway involved in osteoblast differentiation,positive regulation of canonical wnt signaling pathway involved in osteoblast differentiation,regulation of osteoblast differentiation,regulation of osteoblast proliferation,osteoblast proliferation,positive regulation of osteoblast proliferation,canonical wnt signaling pathway involved in osteoblast differentiation,osteoblast fate commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osteoclast,positive regulation of osteoclast differentiation,regulation of osteoclast development,negative regulation of osteoclast differentiation,regulation of osteoclast differentiation,osteoclast differentiation,osteoclast fusion,positive regulation of osteoclast proliferation,osteoclast proliferation,osteoclast development,positive regulation of osteoclast development,negative regulation of osteoclast proliferation,negative regulation of osteoclast development,multinuclear osteoclast differentiation,osteoclast maturation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pancreatic cell,positive regulation of canonical wnt signaling pathway involved in controlling type b pancreatic cell proliferation,type b pancreatic cell apoptotic process,negative regulation of type b pancreatic cell apoptotic process,regulation of type b pancreatic cell development,type b pancreatic cell proliferation,type b pancreatic cell differentiation,positive regulation of type b pancreatic cell development,regulation of type b pancreatic cell proliferation,type b pancreatic cell development,positive regulation of type b pancreatic cell apoptotic process,negative regulation of type b pancreatic cell proliferation,negative regulation of type b pancreatic cell development,positive regulation of type b pancreatic cell proliferation,type b pancreatic cell fate commitment,type b pancreatic cell maturation,negative regulation of canonical wnt signaling pathway involved in controlling type b pancreatic cell proliferation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pericyte ,pericyte cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photoreceptor ,photoreceptor cell outer segment organization,eye photoreceptor cell development,photoreceptor cell maintenance,photoreceptor cell morphogenesis,photoreceptor cell development,protein localization to photoreceptor outer segment,negative regulation of photoreceptor cell differentiation,camera-type eye photoreceptor cell differentiation,protein localization to photoreceptor connecting cilium,negative regulation of eye photoreceptor cell development,eye photoreceptor cell differentiation,camera-type eye photoreceptor cell fate commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pigment ,retinal pigment epithelium development,pigment granule localization,pigment granule transport,eye pigment biosynthetic process,pigment granule maturation,pigment cell differentiation,positive regulation of pigment cell differentiation,pigment granule organization,pigment granule aggregation in cell center,cellular pigment accumulation,eye pigment granule organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plasma cell,plasma cell differentiation,positive regulation of plasma cell differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
platelet,platelet-derived growth factor receptor signaling pathway,platelet degranulation,positive regulation of platelet aggregation,platelet activation,regulation of platelet activation,serotonin secretion by platelet,positive regulation of platelet activation,positive regulation of platelet-derived growth factor production,platelet activating factor biosynthetic process,platelet aggregation,regulation of platelet aggregation,negative regulation of platelet aggregation,platelet dense granule organization,negative regulation of platelet activation,negative regulation of platelet-derived growth factor receptor signaling pathway,cellular response to platelet-derived growth factor stimulus,regulation of platelet-derived growth factor receptor-alpha signaling pathway,platelet formation,phosphatidylserine exposure on blood platelet,platelet alpha granule organization,negative regulation of platelet-derived growth factor receptor-beta signaling pathway,positive regulation of platelet-derived growth factor receptor-beta signaling pathway,positive regulation of platelet-derived growth factor receptor signaling pathway,regulation of platelet-derived growth factor production,platelet morphogenesis,platelet activating factor metabolic process,platelet maturation,regulation of platelet-derived growth factor receptor signaling pathway,protein secretion by platelet,platelet-derived growth factor receptor-beta signaling pathway,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,negative regulation of platelet-derived growth factor receptor-alpha signaling pathway,positive regulation of cell proliferation by vegf-activated platelet derived growth factor receptor signaling pathway,platelet-derived growth factor receptor-alpha signaling pathway,response to platelet-derived growth factor,regulation of platelet-derived growth factor receptor-beta signaling pathway,positive regulation of platelet formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pneumocyte,type ii pneumocyte differentiation,type i pneumocyte differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
