Process name,GO_id,Genes
purine nucleobase transmembrane transport,GO:1904823,SLC28A2;SLC28A3;SLC28A1;AQP9;
pyrimidine nucleobase transport,GO:0015855,SLC28A2;SLC28A3;SLC28A1;AQP9;
purine nucleoside transmembrane transport,GO:0015860,SLC28A2;SLC28A3;SLC29A1;SLC29A2;
negative regulation of protein neddylation,GO:2000435,CDKN2A;RPL11;RPL5;COPS9;DCUN1D3;
synaptic transmission_ GABAergic,GO:0051932,GABRG1;CLCN3;CLSTN3;GABRA1;GABRA5;GABRE;GABRB2;GABRG3;RAC3;GABRG2;GABRA6;GABRA3;GABRA4;GABRA2;TPBG;
organic substance metabolic process,GO:0071704,PGM2;PGM3;PGM1;PGM2L1;PGM5;
IMP salvage,GO:0032264,AMPD1;AMPD2;AMPD3;HPRT1;
GMP catabolic process,GO:0046038,XDH;GDA;HPRT1;
IMP metabolic process,GO:0046040,ADSS2;NT5C2;HPRT1;ADSS1;
RNA 5'-cap (guanine-N7)-methylation,GO:0106005,RAMAC;RNMT;RAMACL;
L-serine biosynthetic process,GO:0006564,SHMT2;PHGDH;SERINC5;PSPH;SERINC3;PSAT1;SRR;
regulation of immunoglobulin production,GO:0002637,TRAF6;TRAF2;TREX1;FOXP3;CD40LG;TNF;CGAS;CD40;PKN1;
establishment of body hair planar orientation,GO:0048105,CELSR1;ASTN2;FZD6;
plasma lipoprotein particle clearance,GO:0034381,MSR1;SCARB1;LDLR;CD36;
antral ovarian follicle growth,GO:0001547,FOXO3;ESR1;GAS2;GPR149;
negative regulation of transcription by transcription factor localization,GO:0010621,ID1;HEY2;HHEX;
import across plasma membrane,GO:0098739,SLC6A6;SLC9A3R1;TSPO2;SLC39A14;
cAMP catabolic process,GO:0006198,;PDE4B;PDE4A;PDE7B;PDE8A;PDE7A;PDE4C;PDE4D;PDE8B;PDE10A;
response to odorant,GO:1990834,FGF13;CFAP69;IL4R;MMP14;CTSV;
establishment of neuroblast polarity,GO:0045200,RAB10;FGF13;DOCK7;
peptidyl-arginine ADP-ribosylation,GO:0018120,ART3;ART5;ART1;ART4;
fatty acid catabolic process,GO:0009062,PPARD;ACADVL;LPIN3;LPIN2;NUDT19;FAAH;PLA2G15;LPIN1;ACOX1;HAO2;LEP;ACBD5;CEL;ACOT8;
regulation of blood vessel endothelial cell migration,GO:0043535,EFNA1;EPHA2;NF1;PRCP;SH3BP1;ACVRL1;
determination of pancreatic left/right asymmetry,GO:0035469,ZIC3;CCDC40;DNAAF1;CCDC39;NPHP3;
determination of digestive tract left/right asymmetry,GO:0071907,ZIC3;CCDC40;DNAAF1;CCDC39;MEGF8;CCDC103;
determination of liver left/right asymmetry,GO:0071910,ZIC3;CCDC40;DNAAF1;CCDC39;NPHP3;PKD2;
endoplasmic reticulum tubular network organization,GO:0071786,REEP2;TMEM33;TMEM170A;REEP4;RAB10;REEP1;RAB18;LNPK;RTN4;REEP3;RTN3;
negative regulation of heart rate,GO:0010459,SRI;RNLS;PLN;GJD3;SPTBN4;SPX;TRPV1;TAC1;FKBP1B;AGTR2;
response to epinephrine,GO:0071871,RNLS;PPARGC1A;PENK;
extraocular skeletal muscle development,GO:0002074,MYOM2;FOXL2;MYH15;MYOM1;
nucleolar large rRNA transcription by RNA polymerase I,GO:0042790,POLR1E;TAF1B;TCOF1;
transcription elongation from RNA polymerase I promoter,GO:0006362,POLR1E;ERCC2;ERCC6;GTF2H5;
rRNA modification,GO:0000154,NAT10;TFB1M;RRNAD1;TSR3;THUMPD1;DIMT1;TFB2M;
[2Fe-2S] cluster assembly,GO:0044571,;NFS1;GLRX5;BOLA2;GLRX3;HSCB;BOLA2B;
maintenance of epithelial cell apical/basal polarity,GO:0045199,LHX2;CRB2;LIN7A;LIN7C;WNT11;ANK1;WDR1;SLC9A3R1;PDZD11;PDCD6IP;LIN7B;
viral budding,GO:0046755,MVB12A;MVB12B;CHMP5;TSG101;CHMP4B;NEDD4;PDCD6IP;LRSAM1;VTA1;
regulation of membrane permeability,GO:0090559,TMIGD1;MTOR;TJP2;PDCD6IP;F11R;CLDN3;
regulation of extracellular exosome assembly,GO:1903551,PDCD6IP;STAM;TSG101;
negative regulation of protein export from nucleus,GO:0046826,PARK7;CDK5;BARD1;TXN;SP100;RANGAP1;
cellular response to vasopressin,GO:1904117,CDC6;ADCY6;RANGAP1;
regulation of triglyceride biosynthetic process,GO:0010866,C3;FITM2;THRSP;
enzyme-directed rRNA pseudouridine synthesis,GO:0000455,RPUSD3;RPUSD1;TSR3;DKC1;RPUSD2;RPUSD4;
interleukin-23-mediated signaling pathway,GO:0038155,JAK2;IL23R;TYK2;IL23A;P4HB;STAT3;STAT4;IL12RB1;IL12B;
sexual reproduction,GO:0019953,TNP1;LEPR;VGF;RHOXF1;AFP;STAT3;EIF4H;LEP;IL12B;SELENOP;HEXB;
protein import,GO:0017038,CLU;APOE;LAMP2;GPIHBP1;SNX33;
regulation of amyloid-beta clearance,GO:1900221,CLU;APOE;HDAC1;
central nervous system myelin maintenance,GO:0032286,CLU;FA2H;MYRF;PTEN;
microglial cell proliferation,GO:0061518,CLU;CX3CL1;IL33;TREM2;IL34;GBA;CSF1;CSF1R;
protein targeting to lysosome involved in chaperone-mediated autophagy,GO:0061740,CLU;HSPA8;LAMP2;
detection of virus,GO:0009597,DDX58;SERINC5;IFIH1;SERINC3;TLR3;ZCCHC3;
vascular associated smooth muscle contraction,GO:0014829,PIK3C2A;RAP1GDS1;SLC8A1;ACTA2;COMP;
mesenchyme migration,GO:0090131,ACTG2;ACTA1;ACTC1;FOXF1;ACTA2;
glomerular mesangial cell development,GO:0072144,GPR4;FOXC2;NOTCH1;ACTA2;
norepinephrine metabolic process,GO:0042415,PRKN;LY6E;EPAS1;RNF180;ATP7A;RTL4;AKR1B1;
chondroitin sulfate catabolic process,GO:0030207,CSPG5;HEXA;BGN;BCAN;NCAN;DCN;HYAL4;VCAN;IDS;ARSB;IDUA;HYAL1;CSPG4;HEXB;
leukocyte activation involved in inflammatory response,GO:0002269,MYD88;SCNN1B;TRAF3IP2;
response to food,GO:0032094,AKT1;GHR;GHRH;GAST;G6PC1;OPRM1;GHSR;TMEM135;CYP1A1;SCNN1B;CLPSL2;CPS1;BCL10;OXT;MPO;HSD11B2;CLPS;LRCOL1;SREBF1;SLC16A1;G6PD;CLPSL1;SLC25A25;
cellular response to aldosterone,GO:1904045,AIFM1;SCNN1B;SCNN1G;
low-density lipoprotein particle receptor catabolic process,GO:0032802,AP2A1;AP2S1;MYLIP;AP2B1;VLDLR;PCSK9;CLTC;CLTA;AP2A2;AP2M1;
negative regulation of low-density lipoprotein particle clearance,GO:0010989,APOC3;KHSRP;MYLIP;ABCC8;IL19;PCSK9;CSK;
negative regulation of neuroblast proliferation,GO:0007406,TP53;VAX1;NF1;CTNNA1;PTN;TGFB1;
Schwann cell development,GO:0014044,CDK5;ILK;DAG1;NF1;POU3F2;POU3F1;LGI4;LAMB2;PPP3R1;MED12;
forebrain morphogenesis,GO:0048853,GDF7;FGF8;PTEN;SLIT1;SMO;HESX1;NF1;UCHL5;GSX2;
histone H3-K4 methylation,GO:0051568,;PAGR1;WDR5;DYDC1;SETD3;WDR82;WDR5B;DYDC2;KMT2D;SETMAR;ASH1L;PAXIP1;PRDM9;SETD1B;SETD1A;RBBP5;CXXC1;ASH2L;KMT2B;KMT2A;KDM6A;KMT2C;DPY30;
positive regulation of mitochondrial membrane potential,GO:0010918,STOML2;MFN1;BID;MTLN;AKT1;MYC;CTNS;AKT2;TCL1A;BAD;VCP;NNT;
regulation of mitochondrial membrane permeability involved in apoptotic process,GO:1902108,TP53;BID;THEM4;BAX;CAMK2A;NAIF1;
positive regulation of fibroblast apoptotic process,GO:2000271,PRDM11;TP63;BTG1;STK17A;BID;BCL2L11;SFRP1;STK17B;
epoxygenase P450 pathway,GO:0019373,;CYP2A7;CYP2E1;CYP2A13;CYP4A11;CYP1A1;CYP2F1;CYP2C18;CYP4F12;CYP1B1;CYP2J2;CYP2C19;CYP4F2;CYP2C9;CYP2B6;CYP2S1;CYP2A6;CYP2C8;CYP1A2;EPHX2;
omega-hydroxylase P450 pathway,GO:0097267,CYP2C19;CYP1A1;CYP4F2;CYP2C9;CYP2U1;CYP2C8;CYP1A2;CYP4A11;CYP1B1;
positive regulation of ryanodine-sensitive calcium-release channel activity,GO:0060316,AKAP6;GSTM2;CALM2;ASPH;CALM1;TRDN;CALM3;GSTO1;JPH2;
nucleoside triphosphate catabolic process,GO:0009143,ENPP1;ITPA;SMPDL3A;DCTPP1;ENTPD3;ENPP3;
pre-miRNA processing,GO:0031054,LIN28B;AGO1;MRPL44;ADAR;TARBP2;DICER1;AGO3;TUT4;LIN28A;DROSHA;PRKRA;AGO2;AGO4;TUT7;
negative regulation of transposition_ RNA-mediated,GO:0010526,TUT4;TUT7;MOV10;
RNA 3' uridylation,GO:0071076,TENT4B;LIN28A;TENT4A;TUT4;TUT7;
polyuridylation-dependent mRNA catabolic process,GO:1990074,TUT4;TUT7;DIS3L2;
regulation of wound healing,GO:0061041,TNFRSF12A;CADM4;PLAU;VIL1;SRSF6;
positive regulation of epithelial cell proliferation involved in lung morphogenesis,GO:0060501,FGFR2;FGF7;CDC42;WNT2;SRSF6;
regulation of keratinocyte proliferation,GO:0010837,ZFP36L1;BCL11B;PRKD1;ZFP36;OVOL2;YAP1;SRSF6;
negative regulation of keratinocyte differentiation,GO:0045617,TP63;REG3G;OVOL2;HOXA7;GRHL2;REG3A;SRSF6;
regulation of JUN kinase activity,GO:0043506,DTNBP1;TNXB;PPEF2;
negative regulation of glucose import,GO:0046325,GRB10;SELENOS;STXBP3;ENPP1;MYC;TNF;OSTN;LEP;APPL2;PID1;GSK3A;PEA15;
positive regulation of vascular endothelial growth factor receptor signaling pathway,GO:0030949,GRB10;HIF1A;VEGFB;VTN;FGF10;IL1B;PRKCB;FGF18;ARNT;PRKD2;ITGA5;MT3;ITGB3;
negative regulation of glycogen biosynthetic process,GO:0045719,GRB10;PASK;SELENOS;ENPP1;GSK3B;GSK3A;INPP5K;
positive regulation of regulated secretory pathway,GO:1903307,RAB15;UNC13D;RAB3D;RAB3A;RAB27A;
positive regulation of TRAIL-activated apoptotic signaling pathway,GO:1903984,ATF3;PTEN;TIMP3;
protein oxidation,GO:0018158,APOA2;APOA1;SUMF1;GPX1;LOX;
glutamate secretion,GO:0014047,APBA1;GJA1;GRM2;TRPV1;GIPC1;NTRK2;
positive regulation of melanin biosynthetic process,GO:0048023,TYRP1;ASIP;ATP7A;CDH3;ZEB2;APPL1;GIPC1;OPN3;
intraciliary anterograde transport,GO:0035720,CILK1;IFT52;TTC26;
regulation of protein processing,GO:0070613,INPP5B;PRKACB;IFT52;PRKACA;RPS6KA2;LDLRAD3;RNF139;RFX4;CLN3;PRSS37;
intracellular sequestering of iron ion,GO:0006880,FTMT;SRI;FTH1;FTHL17;FTL;
positive regulation of circadian rhythm,GO:0042753,ARNTL;MTNR1B;BTRC;THRAP3;RORC;NKX2-1;RORA;FBXW11;ARNTL2;
regulation of DNA repair,GO:0006282,UBE2N;UBE2V2;SIRT7;UBE2V1;PARG;RADX;CDK9;POLH;USP1;WRNIP1;
regulation of mitotic cytokinesis,GO:1902412,ANKRD53;DCDC1;INCENP;MAP9;
meiotic chromosome condensation,GO:0010032,INCENP;SMC2;SMC4;NCAPD3;NCAPH2;NCAPD2;
defense response to tumor cell,GO:0002357,PLK5;DLEC1;KLF4;SPI1;DAPK1;ABI3;PRDX2;RBMS3;LAPTM5;PRF1;
smooth muscle cell proliferation,GO:0048659,CCN3;NAA35;PTPN11;AGT;
mRNA pseudouridine synthesis,GO:1990481,TRUB1;TRUB2;DKC1;RPUSD2;PUS3;PUS7;PUS1;
positive regulation of neurotrophin TRK receptor signaling pathway,GO:0051388,TMEM108;WASF1;PPP2R5B;NTF3;CYFIP2;NTRK3;CYFIP1;
regulation of translation at postsynapse_ modulating synaptic transmission,GO:0099578,EIF4E;EIF4A3;CYFIP1;
regulation of Toll signaling pathway,GO:0008592,PELI2;PELI1;PELI3;
negative regulation of vascular associated smooth muscle contraction,GO:1904694,DOCK4;DOCK5;ARHGAP42;
dopamine biosynthetic process,GO:0042416,SLC6A3;DAO;GPR37;TGFB2;SNCA;NR4A2;DDC;TH;GCH1;AGTR2;
vascular endothelial growth factor receptor-2 signaling pathway,GO:0036324,DAB2IP;VEGFA;CLEC14A;KDR;PDCD6;
toll-like receptor 2 signaling pathway,GO:0034134,TNIP2;TLR2;IRAK1;RIPK2;PIK3AP1;
production of miRNAs involved in gene silencing by miRNA,GO:0035196,AGO1;TRIM71;ZC3H7A;SNIP1;PUM2;SPOUT1;PUM1;TARBP2;DICER1;ADAR;ZC3H7B;AGO3;PRKRA;AGO2;AGO4;
regulation of reactive oxygen species metabolic process,GO:2000377,PRKN;COQ7;RNF41;PDK3;PINK1;FOXO3;MPV17;PRCP;BIRC2;SNCA;BCO2;CYP1B1;PID1;ATG5;TUSC2;ARF4;TNF;PARL;EIF6;RIPK3;STK17A;FOXM1;
monocarboxylic acid metabolic process,GO:0032787,CYP1A2;CYP2C9;GLYAT;
actin polymerization-dependent cell motility,GO:0070358,EPS8;ENAH;ACTR3;JMY;NCKAP1L;ARPC2;ARPC3;
blastocyst growth,GO:0001832,NBN;ZNF830;CTR9;RTF1;RAD51B;
intestinal epithelial structure maintenance,GO:0060729,TLR4;ZNF830;INAVA;SOX9;IL17A;
bradykinin catabolic process,GO:0010815,CPN1;CTSH;XPNPEP1;ECE1;IDE;
chloride ion homeostasis,GO:0055064,ATP6V1B1;UMOD;SLC12A1;SLC12A2;SLC12A6;SLC12A8;SLC12A9;CA12;SLC12A5;SLC12A7;SLC12A4;SLC12A3;
ammonium import across plasma membrane,GO:0140157,SLC12A7;SLC12A6;SLC12A4;
notochord development,GO:0030903,NOTO;ID3;STIL;COL2A1;COL13A1;SOX9;COBL;TEAD2;YAP1;TBXT;
floor plate development,GO:0033504,FERD3L;FOXB1;STIL;CHRD;CBY1;COBL;DZIP1L;
regulation of transcription from RNA polymerase II promoter in response to oxidative stress,GO:0043619,HIF1A;HMOX1;EPAS1;ANKRD2;SIN3A;ARNT;
negative regulation of cytokinesis,GO:0032466,E2F7;TEX14;VPS4A;ZFYVE19;CHMP4C;E2F8;AURKB;
mitotic cytokinesis checkpoint,GO:0044878,ZFYVE19;VPS4A;AURKB;CHMP4C;
transcription initiation from RNA polymerase III promoter,GO:0006384,SNAPC5;POLR3H;CRCP;GTF3C5;BRF1;GTF3C1;GTF3C4;
T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,GO:0002291,APBB1IP;ITGAL;ICAM1;FGL2;
positive regulation of rRNA processing,GO:2000234,RIOK2;DIMT1;SIRT7;TRMT112;BUD23;UTP15;HEATR1;WDR43;WDR75;RIOK1;
positive regulation of fibroblast growth factor receptor signaling pathway,GO:0045743,FGFBP3;NPTN;FGFBP1;SMOC2;DSTYK;CTNNB1;PRKD2;NRXN1;
RNA-dependent DNA biosynthetic process,GO:0006278,PPIA;TEP1;TERT;
production of siRNA involved in RNA interference,GO:0030422,TSNAX;HENMT1;MRPL44;TARBP2;DICER1;TERT;PRKRA;DROSHA;TSN;AGO2;
replicative senescence,GO:0090399,SERPINE1;CDKN2A;ATM;TP53;CDKN1A;MME;ROMO1;CHEK1;TERT;WNT16;ATR;WRN;ERCC1;CTC1;CHEK2;PLA2R1;
pressure natriuresis,GO:0003095,CYP4F12;CYP4F2;CYP4A11;
leukotriene B4 catabolic process,GO:0036101,CYP4F2;CYP4F3;CYP4F11;CYP4F12;CYP4A11;
vitamin E metabolic process,GO:0042360,CYP4F12;TTPA;CYP4F2;
menaquinone catabolic process,GO:0042361,CYP4F12;CYP4F2;CYP4F3;CYP4F11;
vitamin K catabolic process,GO:0042377,CYP4F12;CYP4F2;CYP4F3;CYP4F11;
GDP-mannose biosynthetic process,GO:0009298,PMM2;PMM1;MPI;GMPPB;
mannose metabolic process,GO:0006013,PMM1;MAN2B1;;MAN2C1;MAN2A2;MAN2B2;HK1;MAN2A1;PMM2;
nuclear membrane organization,GO:0071763,;TMEM43;NEMP1;TOR1A;TOR1AIP1;TOR1B;EMD;
modulation by symbiont of host process,GO:0044003,ENO1;HGS;PGK1;
histone H3-K36 methylation,GO:0010452,SETMAR;NSD1;SETD2;NSD2;SMYD2;PRDM7;SETD3;NSD3;
histone H3-K36 dimethylation,GO:0097676,SETMAR;ASH1L;SETD2;PRDM9;
positive regulation of action potential,GO:0045760,SCN5A;ADRA1A;TAC1;SLC9A1;NPS;
positive regulation of systemic arterial blood pressure,GO:0003084,CAMK2N1;NMU;ADORA1;ACE;AVPR2;SPX;AVPR1A;ADRA1A;NR2F2;ENG;AVP;WNK1;RARRES2;
micturition,GO:0060073,UMOD;KCNMA1;ADRA1A;
cell growth involved in cardiac muscle cell development,GO:0061049,GATA4;PDLIM5;AGT;NPPA;SORBS2;AKAP13;ADRA1A;MAP2K4;AGTR2;
pilomotor reflex,GO:0097195,HPN;NPNT;ADRA1A;
positive regulation of non-membrane spanning protein tyrosine kinase activity,GO:1903997,DOCK3;FYN;ADRA1A;BDNF;STAP1;SRC;NTRK2;
protein modification by small protein removal,GO:0070646,SENP6;DESI2;DESI1;
ether lipid metabolic process,GO:0046485,AGMO;LIPE;PLAAT3;NCEH1;TMEM86B;
cellular hyperosmotic salinity response,GO:0071475,AKR1B1;XRCC6;XRCC5;
cellular response to X-ray,GO:0071481,HAMP;DNM2;ATM;CCND2;NUCKS1;SFRP2;TP53BP1;SFRP1;NIPBL;XRCC6;XRCC5;
positive regulation of lymphocyte differentiation,GO:0045621,INPP5D;PRKDC;NCKAP1L;STAT5B;XRCC6;
glucocorticoid metabolic process,GO:0008211,HSD11B2;APOA1;MECP2;STAR;SERPINA6;
response to herbicide,GO:0009635,ALAD;CYP1A1;LCN2;STAR;ARG1;HTRA2;TH;
diterpenoid metabolic process,GO:0016101,SRD5A1;EGFR;CRH;STAR;
response to insecticide,GO:0017085,MAP1B;FECH;UBA52;STAR;TH;
dibenzo-p-dioxin metabolic process,GO:0018894,CYP1A2;CYP1A1;STAR;
phenol-containing compound metabolic process,GO:0018958,SULT1A2;SULT1B1;STAR;
response to gonadotropin,GO:0034698,HMGCS1;STAR;ICAM1;MAS1;ITGA3;CTSV;
response to fungicide,GO:0060992,EHMT1;STAR;EHMT2;KDM1A;KDM5B;KDM6B;SRD5A1;
positive regulation of bile acid biosynthetic process,GO:0070859,NR1D1;STARD4;STAR;
cellular response to antibiotic,GO:0071236,MDM2;ATP7A;PLA2G4A;PLA2G4F;STAR;CRIP1;SLC9A1;CDKN1B;HSPA5;
cellular response to alkaloid,GO:0071312,MDM2;RAD51;BCL2L1;TRPV1;STAR;ICAM1;DDC;TH;HTR1B;
cellular response to follicle-stimulating hormone stimulus,GO:0071372,PPARGC1A;HMGCS1;FSHR;STAR;INHBA;GCLC;POR;GCLM;NOTCH1;EPHA8;
cellular response to luteinizing hormone stimulus,GO:0071373,LHCGR;CCNA2;STAR;
regulation of adenylate cyclase activity,GO:0045761,CAP1;CAP2;NPFFR2;
regulation of synapse structural plasticity,GO:0051823,CTNNA2;DRD2;PPP1R9A;CAMK2B;
protein localization to lysosome,GO:0061462,MFSD1;GGA3;LAMTOR5;C12orf66;GLMP;ATP13A2;LAMTOR4;RTN4;CD81;LMBRD1;KPTN;SZT2;SH3BP4;RNF128;
salivary gland development,GO:0007431,FGF10;NKX3-1;TFCP2L1;
positive regulation of response to DNA damage stimulus,GO:2001022,NSMCE1;HMGA2;FMR1;ATM;PAXIP1;FXR1;NKX3-1;MYC;PRKCD;ANKLE1;FXR2;BCLAF1;NSMCE4A;
epithelial cell proliferation involved in salivary gland morphogenesis,GO:0060664,FGFR2;SHH;FGF10;NKX3-1;TNF;
prostate gland development,GO:0030850,TP63;GLI3;HOXB13;SHH;RARA;NKX3-1;SOX9;ALOX15B;HOXD13;ANXA1;GLI1;PTCH1;SMARCC1;
negative regulation of estrogen receptor binding,GO:0071899,RUVBL2;LEF1;NKX3-1;
hyaluronan catabolic process,GO:0030214,HYAL2;STAB2;HYAL3;HEXA;HYAL4;LYVE1;SPAM1;SLC9A1;HMMR;CEMIP2;CEMIP;CD44;GUSB;HYAL1;FGF2;CHP1;HEXB;
positive regulation of NAD(P)H oxidase activity,GO:0033864,PARK7;AGT;RFK;GNAI2;CYBA;GNAI3;AGTR1;
negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,GO:0140199,PDE4B;ATP2B4;GNAI2;
negative regulation of protein tyrosine phosphatase activity,GO:1903614,MGAT5;LGALS3;GNAI2;
cell migration involved in gastrulation,GO:0042074,AMOT;GPC3;SOX17;MEGF8;MIXL1;LRP5;RIC8A;CER1;NODAL;
negative regulation of growth,GO:0045926,MT2A;HIF1A;MT1B;ING4;GPC3;PNPT1;MT1A;MT1G;MT1E;PTK6;MT1H;IGFBP5;MT1F;MT1X;ALOX15B;BBC3;MT1M;ING5;
snRNA transcription by RNA polymerase III,GO:0042796,SNAPC5;ZC3H8;SNAPC1;SNAPC3;SNAPC4;ICE2;ELL;ICE1;
regulation of protein transport,GO:0051223,RAB11A;UMOD;DNAJA1;SELENOK;SCFD1;GAPVD1;SLC7A11;RAB8A;
neurotransmitter receptor transport to postsynaptic membrane,GO:0098969,CLSTN1;MAPK10;RAB8A;
female meiosis I,GO:0007144,TRIP13;UBB;MEIOC;MLH3;MEIOB;CDC25B;
meiotic recombination checkpoint,GO:0051598,RAD1;TRIP13;HORMAD1;
negative regulation of translational initiation,GO:0045947,PAIP2B;FMR1;TPR;BANK1;EIF3E;LARP1;PAIP2;EIF4EBP1;EIF4EBP3;AGO2;EIF4EBP2;EIF2AK4;RBM4;C8orf88;
response to amino acid starvation,GO:1990928,LARP1;EIF2A;EIF4EBP1;
male gamete generation,GO:0048232,MCM8;HROB;ADAMTS16;PRDM9;
negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,GO:1903588,DLL4;IL12A;THBS1;NGFR;PDCD10;IL12B;
chronic inflammatory response,GO:0002544,VCAM1;S100A8;GJA1;CCL11;CXCL13;THBS1;S100A9;PTGES;VNN1;
negative regulation of dendritic cell antigen processing and presentation,GO:0002605,THBS1;CD68;FCGR2B;FGL2;
negative regulation of nitric oxide mediated signal transduction,GO:0010751,THBS1;SPINK1;ATP2B4;
negative regulation of cGMP-mediated signaling,GO:0010754,MTNR1B;PDE11A;PDZD3;THBS1;PDE10A;PDE2A;
negative regulation of endothelial cell chemotaxis,GO:2001027,THBS1;HRG;NOTCH1;
histone H3-K27 trimethylation,GO:0098532,EZH2;H1-2;SUZ12;BEND3;CHD5;
PML body organization,GO:0030578,HIPK2;SERBP1;ETS1;PML;HABP4;
store-operated calcium entry,GO:0002115,MS4A1;ORAI1;STIM1;ORAI2;STIM2;CRACR2A;CRACR2B;ORAI3;
activation of store-operated calcium channel activity,GO:0032237,STIM1;PLCG2;STIM2;ASPH;CRACR2A;STIMATE;
DNA damage induced protein phosphorylation,GO:0006975,MAP2K6;ATM;CHEK1;CRY1;ABL1;MAPK3;CHEK2;MAPK12;
response to glycoside,GO:1903416,ATP1A2;CHEK2;ATP1A1;ATP1A3;
cellular response to toxic substance,GO:0097237,PRKN;PPP1R9A;FIS1;PINK1;ABTB2;KCNC2;OPRD1;
pointed-end actin filament capping,GO:0051694,TMOD1;LMOD1;LMOD2;TMOD4;TMOD3;TMOD2;LMOD3;
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,GO:0010880,CALM2;ASPH;CASQ2;AKAP6;GSTM2;FKBP1B;CAMK2D;CALM1;DHRS7C;CLIC2;CALM3;GSTO1;CHD7;DMD;SRI;PLN;HRC;CASQ1;PDE4D;TRDN;
regulation of high voltage-gated calcium channel activity,GO:1901841,PDE4B;SRI;NPPA;RRAD;CALM1;NOS1AP;CALM3;
detection of calcium ion,GO:0005513,CASR;STIM1;CALM2;ASPH;KCNMB3;KCNIP2;CASQ2;SYT1;KCNMB2;CALM1;RYR2;KCNMB1;CALM3;KCNMB4;
mitochondrion-endoplasmic reticulum membrane tethering,GO:1990456,PDZD8;PSEN2;VMP1;AHCYL1;CALM1;ATP2A2;PACS2;
tetrahydrobiopterin metabolic process,GO:0046146,GCHFR;AKT1;SPR;PTS;HSP90AA1;PRKG2;CALM1;NOS3;GCH1;
autophagosome membrane docking,GO:0016240,ATG14;VMP1;STX17;VAMP8;CALM1;ATP2A2;SNAP29;
positive regulation of phosphoprotein phosphatase activity,GO:0032516,JAK2;PPP1R15A;MTOR;CALM2;VRK3;MAGI2;PTPA;PDGFRB;ITGA1;CD300A;HSP90AB1;CALM1;CALM3;PPP1R15B;AGTR2;
positive regulation of cyclic-nucleotide phosphodiesterase activity,GO:0051343,RACK1;CALM2;CALM1;GNAT1;CALM3;
negative regulation of ryanodine-sensitive calcium-release channel activity,GO:0060315,GSTM2;CALM2;SRI;CASQ2;FKBP1B;CLIC2;CALM1;TRDN;CALM3;GSTO1;PKD2;
regulation of cardiac muscle cell action potential,GO:0098901,CALM3;CAMK2D;CALM1;NOS1AP;
organelle localization by membrane tethering,GO:0140056,ATP2A2;VMP1;CALM1;
regulation of cell communication by electrical coupling involved in cardiac conduction,GO:1901844,CALM2;SRI;IRX3;HRC;PDE4D;CAMK2D;CALM1;CAV1;CALM3;
positive regulation of voltage-gated potassium channel activity,GO:1903818,LRRC52;AMIGO1;KCNC1;KCNIP2;ABCC8;KCNA1;LRRC38;LRRC55;KCNC2;LRRC26;
negative regulation of apoptotic DNA fragmentation,GO:1902511,DFFA;PAM16;NMNAT1;
isoleucine biosynthetic process,GO:0009097,ILVBL;SDSL;SDS;
sperm chromatin condensation,GO:0035092,FSHR;H1-7;SRPK1;SYCP1;TSSK6;
UDP-glucuronic acid transmembrane transport,GO:0015787,;SLC35D3;SLC35D1;SLC35D2;
UDP-N-acetylgalactosamine transmembrane transport,GO:0015789,;SLC35D3;SLC35D1;SLC35D2;
UDP-N-acetylglucosamine transmembrane transport,GO:1990569,;SLC35D1;SLC35D3;SLC35A3;SLC35B4;SLC35D2;
deoxyribonucleotide catabolic process,GO:0009264,NT5M;SAMHD1;DERA;NT5C;
positive regulation of signal transduction by p53 class mediator,GO:1901798,CDKN2A;RPL11;HEXIM1;RPL37;CDK5RAP3;RPL23;RPS15;RPS20;CHD5;
negative regulation of activation of membrane attack complex,GO:0001971,;CD59;CR1;
regulation of complement-dependent cytotoxicity,GO:1903659,CD59;CR1L;CFH;CD55;
peptidoglycan catabolic process,GO:0009253,LYG1;LYG2;PGLYRP1;PGLYRP4;PGLYRP2;PGLYRP3;
negative regulation of natural killer cell differentiation involved in immune response,GO:0032827,PGLYRP2;PGLYRP1;PGLYRP3;
interaction with host,GO:0051701,PGLYRP2;PGLYRP1;PGLYRP3;
peptidyl-lysine oxidation,GO:0018057,LOXL4;LOXL3;LOXL2;LOXL1;LOX;
negative regulation of myeloid cell differentiation,GO:0045638,DLL1;ZBTB16;MEIS1;NFKBIA;CTR9;GPR171;ITPKB;GATA2;HOXB8;PAF1;LEO1;CDC73;ZFP36;PTK2B;RBM15;HOXA9;CDK6;MEIS2;WDR61;
sphingomyelin catabolic process,GO:0006685,SMPD2;ENPP7;SMPD4;SMPD1;SMPDL3A;SMPD3;SMPDL3B;
sphingomyelin metabolic process,GO:0006684,SMPD2;ENPP7;SMPD1;ABCA2;SMPD3;
termination of signal transduction,GO:0023021,SMPD1;GBA;PRKCD;
regulation of synapse maturation,GO:0090128,DISC1;YWHAZ;NEUROD2;CLSTN1;
