"Disease_ID","Disease_name","Gene_symbol","Phenotypic_series_ID","Phenotypic_series_name","Tissue","Clinical_manifestation","Pathogenesis"
"131800","Epidermolysis bullosa simplex, Weber-Cockayne type","KRT14","","","Skin","Yes","NA"
"131800","Epidermolysis bullosa of hands and feet","ITGB4","","","Skin","Yes","NA"
"224230","Dyskeratosis congenita, autosomal recessive 1","NOP10","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"105250","Amyloidosis, primary localized cutaneous, 1","OSMR","PS105250","Amyloidosis, primary localized cutaneous","Skin","Yes","NA"
"130000","Ehlers-Danlos syndrome, classic type, 1","COL5A1","PS130000","Ehlers-Danlos syndrome","Skin","Yes","NA"
"156610","Symmetric circumferential skin creases, congenital, 1","TUBB","PS156610","Skin creases, congenital symmetric circumferential","Skin","Yes","NA"
"606952","Albinism, oculocutaneous, type IB","TYR","PS203100","Oculocutaneous albinism","Skin","Yes","NA"
"113750","[Skin/hair/eye pigmentation 4, fair/dark skin]","SLC24A5","PS203100","Oculocutaneous albinism","Skin","Yes","NA"
"113750","[Skin/hair/eye pigmentation 4, fair/dark skin]","SLC24A5","PS227220","Skin/hair/eye pigmentation, variation in","Skin","Yes","NA"
"113750","Albinism, oculocutaneous, type VI","SLC24A5","PS203100","Oculocutaneous albinism","Skin","Yes","NA"
"113750","Albinism, oculocutaneous, type VI","SLC24A5","PS227220","Skin/hair/eye pigmentation, variation in","Skin","Yes","NA"
"612281","Ichthyosis, congenital, autosomal recessive 6","NIPAL4","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"616353","Dyskeratosis congenita, autosomal recessive 6","PARN","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"127550","Dyskeratosis congenita, autosomal dominant 1","TERC","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"103470","Waardenburg syndrome/ocular albinism, digenic","MITF","PS193500","Waardenburg syndrome","Skin","Yes","NA"
"103470","Waardenburg syndrome/albinism, digenic","TYR","PS193500","Waardenburg syndrome","Skin","Yes","NA"
"100300","Adams-Oliver syndrome 1","ARHGAP31","PS100300","Adams-Oliver syndrome","Skin","Yes","NA"
"615297","Adams-Oliver syndrome 4","EOGT","PS100300","Adams-Oliver syndrome","Skin","Yes","NA"
"109400","Basal cell nevus syndrome","PTCH2","","","Skin","Yes","NA"
"109400","Basal cell nevus syndrome","PTCH1","","","Skin","Yes","NA"
"109400","Basal cell nevus syndrome","SUFU","","","Skin","Yes","NA"
"615293","?Myofibromatosis, infantile 2","NOTCH3","PS228550","Infantile myofibromatosis","Skin","Yes","NA"
"115200","Cardiomyopathy, dilated, 1A","LMNA","PS115200","Dilated cardiomyopathy","Skin","Yes","NA"
"124200","Darier disease","ATP2A2","","","Skin","Yes","NA"
"607654","Keratosis palmoplantaris striata III","KRT1","","","Skin","Yes","NA"
"609242","Kanzaki disease","NAGA","","","Skin","Yes","NA"
"616631","Porokeratosis 9, multiple types","FDPS","PS175800","Porokeratosis","Skin","Yes","NA"
"616038","Neu-Laxova syndrome 2","PSAT1","PS256520","Neu-Laxova syndrome","Skin","Yes","NA"
"609796","Peeling skin syndrome 2","TGM5","PS270300","Peeling skin syndrome","Skin","Yes","NA"
"151660","Lipodystrophy, familial partial, type 2","LMNA","PS151660","Lipodystrophy, familial partial","Skin","Yes","NA"
"615024","Ichthyosis, congenital, autosomal recessive 10","PNPLA1","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"605588","Charcot-Marie-Tooth disease, type 2B1","LMNA","PS118220","Charcot-Marie-Tooth disease","Skin","Yes","NA"
"182170","Anemia, sideroblastic, 4","HSPA9","PS300751","Anemia, Sideroblastic","Skin","Yes","NA"
"614185","Geleophysic dysplasia 2","FBN1","PS231050","Geleophysic dysplasia","Skin","Yes","NA"
"203200","Albinism, oculocutaneous, type II","OCA2","PS203100","Oculocutaneous albinism","Skin","Yes","NA"
"203200","Albinism, brown oculocutaneous","OCA2","PS203100","Oculocutaneous albinism","Skin","Yes","NA"
"203200","{Albinism, oculocutaneous, type II, modifier of}","MC1R","PS203100","Oculocutaneous albinism","Skin","Yes","NA"
"610329","Aicardi-Goutieres syndrome 3","RNASEH2C","PS225750","Aicardi-Goutieres syndrome","Skin","Yes","NA"
"601001","Epidermolysis bullosa simplex, recessive 1","KRT5","","","Skin","Yes","NA"
"601001","Epidermolysis bullosa simplex, recessive 1","KRT14","","","Skin","Yes","NA"
"167200","Pachyonychia congenita 1","KRT16","PS167200","Pachyonychia congenita","Skin","Yes","NA"
"613610","Cranioectodermal dysplasia 2","WDR35","PS218330","Cranioectodermal dysplasia","Skin","Yes","NA"
"613694","Cardiomyopathy, dilated, 1U","PSEN1","PS115200","Dilated cardiomyopathy","Skin","Yes","NA"
"615108","Cowden syndrome 5","PIK3CA","PS158350","Cowden disease","Skin","Yes","NA"
"172800","Piebaldism","KIT","","","Skin","Yes","NA"
"172800","Piebaldism","SNAI2","","","Skin","Yes","NA"
"613990","Dyskeratosis congenita, autosomal dominant 3","TINF2","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"601277","Ichthyosis, congenital, autosomal recessive 4A","ABCA12","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"614557","Ehlers-Danlos syndrome, kyphoscoliotic type, 2","FKBP14","PS130000","Ehlers-Danlos syndrome","Skin","Yes","NA"
"235200","Hemochromatosis","HFE","PS235200","Hemochromatosis","Skin","Yes","NA"
"235200","{HFE hemochromatosis, modifier of}","BMP2","PS235200","Hemochromatosis","Skin","Yes","NA"
"148820","Waardenburg syndrome, type 3","PAX3","PS193500","Waardenburg syndrome","Skin","Yes","NA"
"181350","Emery-Dreifuss muscular dystrophy 2, autosomal dominant","LMNA","PS310300","Emery-Dreifuss muscular dystrophy","Skin","Yes","NA"
"616734","Symmetric circumferential skin creases, congenital, 2","MAPRE2","PS156610","Skin creases, congenital symmetric circumferential","Skin","Yes","NA"
"214450","Griscelli syndrome, type 1","MYO5A","PS214450","Griscelli syndrome","Skin","Yes","NA"
"616028","Adams-Oliver syndrome 5","NOTCH1","PS100300","Adams-Oliver syndrome","Skin","Yes","NA"
"610333","Aicardi-Goutieres syndrome 4","RNASEH2A","PS225750","Aicardi-Goutieres syndrome","Skin","Yes","NA"
"610448","Chilblain lupus","TREX1","PS610448","Chilblain lupus","Skin","Yes","NA"
"613987","Dyskeratosis congenita, autosomal recessive 2","NHP2","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"613313","Hemochromatosis, type 2B","HAMP","PS235200","Hemochromatosis","Skin","Yes","NA"
"613988","Dyskeratosis congenita, autosomal recessive 3","WRAP53","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"617320","Ichthyosis, congenital, autosomal recessive 12","CASP14","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"613254","{TSC2 angiomyolipomas, renal, modifier of}","IFNG","PS191100","Tuberous sclerosis","Skin","Yes","NA"
"613254","Tuberous sclerosis-2","TSC2","PS191100","Tuberous sclerosis","Skin","Yes","NA"
"614640","UV-sensitive syndrome 3","UVSSA","PS600630","UV-sensitive syndrome","Skin","Yes","NA"
"214150","Cerebrooculofacioskeletal syndrome 1","ERCC6","PS214150","Cerebrooculofacioskeletal syndrome","Skin","Yes","NA"
"601675","Trichothiodystrophy 1, photosensitive","ERCC2","PS601675","Trichothiodystrophy","Skin","Yes","NA"
"167210","Pachyonychia congenita 2","KRT17","PS167200","Pachyonychia congenita","Skin","Yes","NA"
"615537","Reticulate acropigmentation of Kitamura","ADAM10","PS179850","Reticulate pigment disorders","Skin","Yes","NA"
"606545","Ichthyosis, congenital, autosomal recessive 3","ALOXE3","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"242100","Ichthyosis, congenital, autosomal recessive 2","ALOX12B","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"225750","Aicardi-Goutieres syndrome 1, dominant and recessive","TREX1","PS225750","Aicardi-Goutieres syndrome","Skin","Yes","NA"
"144200","Palmoplantar keratoderma, epidermolytic","KRT1","","","Skin","Yes","NA"
"144200","Palmoplantar keratoderma, epidermolytic","KRT9","","","Skin","Yes","NA"
"151100","LEOPARD syndrome 1","PTPN11","PS151100","LEOPARD syndrome","Skin","Yes","NA"
"109730","Aortic valve disease 1","NOTCH1","PS109730","Aortic valve disease","Skin","Yes","NA"
"613943","Ichthyosis, congenital, autosomal recessive 8","LIPN","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"611584","Waardenburg syndrome, type 2E, with or without neurologic involvement","SOX10","PS193500","Waardenburg syndrome","Skin","Yes","NA"
"615726","Pachyonychia congenita 3","KRT6A","PS167200","Pachyonychia congenita","Skin","Yes","NA"
"203300","Hermansky-Pudlak syndrome 1","HPS1","PS203300","Hermansky-Pudlak syndrome","Skin","Yes","NA"
"231050","Geleophysic dysplasia 1","ADAMTSL2","PS231050","Geleophysic dysplasia","Skin","Yes","NA"
"616395","Trichothiodystrophy 3, photosensitive","GTF2H5","PS601675","Trichothiodystrophy","Skin","Yes","NA"
"608612","Mandibuloacral dysplasia with type B lipodystrophy","ZMPSTE24","PS248370","Mandibuloacral dysplasia with lipodystrophy","Skin","Yes","NA"
"616390","Trichothiodystrophy 2, photosensitive","ERCC3","PS601675","Trichothiodystrophy","Skin","Yes","NA"
"616858","?Cowden syndrome 7","SEC23B","PS158350","Cowden disease","Skin","Yes","NA"
"615278","Cardiofaciocutaneous syndrome 2","KRAS","PS115150","Cardiofaciocutaneous syndrome","Skin","Yes","NA"
"613265","Waardenburg syndrome, type 4B","EDN3","PS193500","Waardenburg syndrome","Skin","Yes","NA"
"613266","Waardenburg syndrome, type 4C","SOX10","PS193500","Waardenburg syndrome","Skin","Yes","NA"
"224100","Dyserythropoietic anemia, congenital, type II","SEC23B","PS224120","Anemia, congenital dyserythropoietic","Skin","Yes","NA"
"613736","Acne inversa, familial, 2, with or without Dowling-Degos disease","PSENEN","PS142690","Acne inversa","Skin","Yes","NA"
"309801","Linear skin defects with multiple congenital anomalies 1","HCCS","PS309800","Microphthalmia, syndromic","Skin","Yes","NA"
"309801","Linear skin defects with multiple congenital anomalies 1","HCCS","PS309801","Linear skin defects with multiple congenital anomalies","Skin","Yes","NA"
"614714","Porokeratosis 7, multiple types","MVD","PS175800","Porokeratosis","Skin","Yes","NA"
"609942","Noonan syndrome 3","KRAS","PS163950","Noonan syndrome","Skin","Yes","NA"
"615023","Ichthyosis, congenital, autosomal recessive 9","CERS3","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"242500","Ichthyosis, congenital, autosomal recessive 4B (harlequin)","ABCA12","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"602390","Hemochromatosis, type 2A","HJV","PS235200","Hemochromatosis","Skin","Yes","NA"
"602400","Ichthyosis, congenital, autosomal recessive 11","ST14","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"300952","Linear skin defects with multiple congenital anomalies 3","NDUFB11","PS309801","Linear skin defects with multiple congenital anomalies","Skin","Yes","NA"
"617571","Ichthyosis, congenital, autosomal recessive 14","SULT2B1","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"617574","Ichthyosis, congenital, autosomal recessive 13","SDR9C7","PS242300","Ichthyosis, congenital, autosomal recessive","Skin","Yes","NA"
"203655","Alopecia universalis","HR","PS203655","Alopecia, isolated","Skin","Yes","NA"
"113800","Epidermolytic hyperkeratosis","KRT1","","","Skin","Yes","NA"
"113800","Epidermolytic hyperkeratosis","KRT10","","","Skin","Yes","NA"
"615696","Dowling-Degos disease 4","POGLUT1","PS179850","Reticulate pigment disorders","Skin","Yes","NA"
"226650","Epidermolysis bullosa, junctional, non-Herlitz type","LAMC2","","","Skin","Yes","NA"
"226650","Epidermolysis bullosa, junctional, non-Herlitz type","LAMB3","","","Skin","Yes","NA"
"226650","Epidermolysis bullosa, junctional, non-Herlitz type","COL17A1","","","Skin","Yes","NA"
"226650","Epidermolysis bullosa, junctional, localisata variant","COL17A1","","","Skin","Yes","NA"
"226650","Epidermolysis bullosa, junctional, non-Herlitz type","ITGB4","","","Skin","Yes","NA"
"226650","Epidermolysis bullosa, generalized atrophic benign","LAMA3","","","Skin","Yes","NA"
"614072","Hermansky-Pudlak syndrome 3","HPS3","PS203300","Hermansky-Pudlak syndrome","Skin","Yes","NA"
"611553","Noonan syndrome 5","RAF1","PS163950","Noonan syndrome","Skin","Yes","NA"
"614074","Hermansky-Pudlak syndrome 5","HPS5","PS203300","Hermansky-Pudlak syndrome","Skin","Yes","NA"
"614075","Hermansky-Pudlak syndrome 6","HPS6","PS203300","Hermansky-Pudlak syndrome","Skin","Yes","NA"
"614076","Hermansky-Pudlak syndrome 7","DTNBP1","PS203300","Hermansky-Pudlak syndrome","Skin","Yes","NA"
"614077","Hermansky-Pudlak syndrome 8","BLOC1S3","PS203300","Hermansky-Pudlak syndrome","Skin","Yes","NA"
"182250","Singleton-Merten syndrome 1","IFIH1","PS182250","Singleton-Merten syndrome","Skin","Yes","NA"
"176670","Hutchinson-Gilford progeria","LMNA","PS176670","Progeria","Skin","Yes","NA"
"175900","Porokeratosis 3, multiple types","MVK","PS175800","Porokeratosis","Skin","Yes","NA"
"123790","Beare-Stevenson cutis gyrata syndrome","FGFR2","","","Skin","Yes","NA"
"614621","UV-sensitive syndrome 2","ERCC8","PS600630","UV-sensitive syndrome","Skin","Yes","NA"
"614974","Focal facial dermal dysplasia 4","CYP26C1","PS136500","Focal facial dermal dysplasia","Skin","Yes","NA"
"234050","Trichothiodystrophy 4, nonphotosensitive","MPLKIP","PS601675","Trichothiodystrophy","Skin","Yes","NA"
"228550","Myofibromatosis, infantile, 1","PDGFRB","PS228550","Infantile myofibromatosis","Skin","Yes","NA"
"268130","Revesz syndrome","TINF2","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"163950","Noonan syndrome 1","PTPN11","PS163950","Noonan syndrome","Skin","Yes","NA"
"175800","Porokeratosis 1, multiple types","PMVK","PS175800","Porokeratosis","Skin","Yes","NA"
"146590","Ichthyosis histrix, Curth-Macklin type","KRT1","","","Skin","Yes","NA"
"615109","Cowden syndrome 6","AKT1","PS158350","Cowden disease","Skin","Yes","NA"
"614073","Hermansky-Pudlak syndrome 4","HPS4","PS203300","Hermansky-Pudlak syndrome","Skin","Yes","NA"
"614219","Adams-Oliver syndrome 2","DOCK6","PS100300","Adams-Oliver syndrome","Skin","Yes","NA"
"179850","Dowling-Degos disease 1","KRT5","PS179850","Reticulate pigment disorders","Skin","Yes","NA"
"610181","Aicardi-Goutieres syndrome 2","RNASEH2B","PS225750","Aicardi-Goutieres syndrome","Skin","Yes","NA"
"615190","Dyskeratosis congenita, autosomal recessive 5","RTEL1","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"615190","Dyskeratosis congenita, autosomal dominant 4","RTEL1","PS127550","Dyskeratosis congenita","Skin","Yes","NA"
"615107","Cowden syndrome 4","KLLN","PS158350","Cowden disease","Skin","Yes","NA"
"193500","Waardenburg syndrome, type 1","PAX3","PS193500","Waardenburg syndrome","Skin","Yes","NA"
"226700","Epidermolysis bullosa, junctional, Herlitz type","LAMC2","","","Skin","Yes","NA"
"226700","Epidermolysis bullosa, junctional, Herlitz type","LAMB3","","","Skin","Yes","NA"
"226700","Epidermolysis bullosa, junctional, Herlitz type","LAMA3","","","Skin","Yes","NA"
"300887","Linear skin defects with multiple congenital anomalies 2","COX7B","PS309801","Linear skin defects with multiple congenital anomalies","Skin","Yes","NA"
"131900","Epidermolysis bullosa simplex, Koebner type","KRT5","","","Skin","Yes","NA"
"131900","Epidermolysis bullosa simplex, Koebner type","KRT14","","","Skin","Yes","NA"
"600630","UV-sensitive syndrome 1","ERCC6","PS600630","UV-sensitive syndrome","Skin","Yes","NA"
"603358","GRACILE syndrome","BCS1L","","","Skin","Yes","NA"
"227260","Focal facial dermal dysplasia 3, Setleis type","TWIST2","PS136500","Focal facial dermal dysplasia","Skin","Yes","NA"
"613955","?Amyloidosis, primary localized cutaneous, 2","IL31RA","PS105250","Amyloidosis, primary localized cutaneous","Skin","Yes","NA"
"607624","Griscelli syndrome, type 2","RAB27A","PS214450","Griscelli syndrome","Skin","Yes","NA"
"611554","LEOPARD syndrome 2","RAF1","PS151100","LEOPARD syndrome","Skin","Yes","NA"
"270300","Peeling skin syndrome 1","CDSN","PS270300","Peeling skin syndrome","Skin","Yes","NA"
"615007","Basal ganglia calcification, idiopathic, 4","PDGFRB","PS213600","Basal ganglia calcification, idiopathic","Skin","Yes","NA"
"615382","Nephronophthisis 16","ANKS6","PS256100","Nephronophthisis","Kidney","Yes","Yes"
"259730","Osteopetrosis, autosomal recessive 3, with renal tubular acidosis","CA2","PS259700","Osteopetrosis, autosomal recessive","Kidney","Yes","Yes"
"248250","Hypomagnesemia 3, renal","CLDN16","PS602014","Hypomagnesemia","Kidney","Yes","Yes"
"256300","Nephrotic syndrome, type 1","NPHS1","PS256300","Nephrotic syndrome","Kidney","Yes","Yes"
"213980","Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome","TMCO1","","","Kidney","NA","NA"
"222100","{Diabetes, type 1, susceptibility to}","PTPN22","","","Kidney","Yes","No"
"222100","{Diabetes mellitus, insulin-dependent-1}","IDDM1","","","Kidney","Yes","No"
"222100","{Diabetes, type 1, susceptibility to}","ITPR3","","","Kidney","Yes","No"
"222100","{Type 1 diabetes mellitus}","IL6","","","Kidney","Yes","No"
"222100","{Diabetes mellitus, insulin-dependent}","HNF1A","","","Kidney","Yes","No"
"180295","Rhabdomyosarcoma, embryonal, 2","DICER1","","","Kidney","No","No"
"617056","Tubulointerstitial kidney disease, autosomal dominant, 5","SEC61A1","PS162000","Tubulointerstitial kidney disease","Kidney","Yes","Yes"
"264800","Pseudoxanthoma elasticum","ABCC6","","","Kidney","Yes","NA"
"264800","{Pseudoxanthoma elasticum, modifier of severity of}","XYLT1","","","Kidney","Yes","NA"
"264800","{Pseudoxanthoma elasticum, modifier of severity of}","XYLT2","","","Kidney","Yes","NA"
"117550","Sotos syndrome 1","NSD1","PS117550","Sotos syndrome","Kidney","Yes","NA"
"611812","?SERKAL syndrome","WNT4","","","Kidney","Yes","NA"
"120433","Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation","YAP1","","","Kidney","NA","NA"
"615846","Aicardi-Goutieres syndrome 7","IFIH1","PS225750","Aicardi-Goutieres syndrome","Kidney","NA","NA"
"260005","5-oxoprolinase deficiency","OPLAH","","","Kidney","NA","No"
"158310","Mucoepithelial dysplasia, hereditary","SREBF1","","","Kidney","No","No"
"600151","Bardet-Biedl syndrome 3","ARL6","PS209900","Bardet-Biedl syndrome","Kidney","Yes","Yes"
"300554","Hypophosphatemic rickets","CLCN5","PS193100","Hypophosphatemic rickets","Kidney","Yes","Yes"
"230740","GAPO syndrome","ANTXR1","","","Kidney","NA","NA"
"214800","?CHARGE syndrome","SEMA3E","","","Kidney","Yes","NA"
"214800","CHARGE syndrome","CHD7","","","Kidney","Yes","NA"
"124000","Mitochondrial complex III deficiency, nuclear type 1","BCS1L","PS124000","Mitochondrial complex III deficiency, nuclear type","Kidney","Yes","NA"
"614900","?Diamond-Blackfan anemia 11","RPL26","PS105650","Diamond-Blackfan anemia","Kidney","Yes","NA"
"613237","Glomerulosclerosis, focal segmental, 5","INF2","PS603278","Focal segmental glomerulosclerosis","Kidney","Yes","Yes"
"261515","D-bifunctional protein deficiency","HSD17B4","","","Kidney","Yes","NA"
"617731","Galloway-Mowat syndrome 5","TPRKB","PS251300","Galloway-Mowat syndrome","Kidney","Yes","Yes"
"614883","Peroxisome biogenesis disorder 11A (Zellweger)","PEX13","PS214100","Peroxisome biogenesis disorder","Kidney","Yes","NA"
"182290","Smith-Magenis syndrome","RAI1","","","Kidney","Yes","NA"
"614464","Joubert syndrome 15","CEP41","PS213300","Joubert syndrome","Kidney","Yes","NA"
"613848","Osteogenesis imperfecta, type X","SERPINH1","PS166200","Osteogenesis imperfecta","Kidney","Yes","NA"
"612285","Joubert syndrome 9","CC2D2A","PS213300","Joubert syndrome","Kidney","Yes","Yes"
"612284","Meckel syndrome 6","CC2D2A","PS249000","Meckel syndrome","Kidney","Yes","Yes"
"612287","Nephrolithiasis/osteoporosis, hypophosphatemic, 2","SLC9A3R1","PS612286","Nephrolithiasis/osteoporosis, hypophosphatemic","Kidney","Yes","Yes"
"612286","Nephrolithiasis/osteoporosis, hypophosphatemic, 1","SLC34A1","PS612286","Nephrolithiasis/osteoporosis, hypophosphatemic","Kidney","Yes","Yes"
"253250","Mulibrey nanism","TRIM37","","","Kidney","No","No"
"613680","Beaulieu-Boycott-Innes syndrome","THOC6","","","Kidney","Yes","NA"
"312870","Simpson-Golabi-Behmel syndrome, type 1","GPC3","","","Kidney","Yes","NA"
"618999","Autoinflammation, immune dysregulation, and eosinophilia","JAK1","","","Kidney","NA","NA"
"614886","Peroxisome biogenesis disorder 12A (Zellweger)","PEX19","PS214100","Peroxisome biogenesis disorder","Kidney","Yes","NA"
"603358","GRACILE syndrome","BCS1L","","","Kidney","Yes","NA"
"618571","Neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies","INTS1","","","Kidney","NA","NA"
"617641","Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay","PBX1","","","Kidney","Yes","Yes"
"617729","Galloway-Mowat syndrome 3","OSGEP","PS251300","Galloway-Mowat syndrome","Kidney","Yes","Yes"
"180700","Robinow syndrome, autosomal dominant 1","WNT5A","PS268310","Robinow syndrome","Kidney","Yes","NA"
"605074","Renal cell carcinoma, papillary","PRCC","","","Kidney","Yes","Yes"
"605074","Renal cell carcinoma, papillary, 1, familial and somatic","MET","","","Kidney","Yes","Yes"
"611134","Meckel syndrome 4","CEP290","PS249000","Meckel syndrome","Kidney","Yes","Yes"
"616975","Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart","RERE","","","Kidney","Yes","NA"
"227650","Fanconi anemia, complementation group A","FANCA","PS227650","Fanconi anemia","Kidney","Yes","NA"
"615926","?Webb-Dattani syndrome","ARNT2","","","Kidney","Yes","NA"
"614196","Nephrotic syndrome, type 6","PTPRO","PS256300","Nephrotic syndrome","Kidney","Yes","Yes"
"616733","?Coenzyme Q10 deficiency, primary, 8","COQ7","PS607426","Coenzyme Q10 deficiency, primary","Kidney","Yes","Yes"
"616300","Short-rib thoracic dysplasia 13 with or without polydactyly","CEP120","PS208500","Short-rib thoracic dysplasia","Kidney","Yes","NA"
"614199","Nephrotic syndrome, type 5, with or without ocular abnormalities","LAMB2","PS256300","Nephrotic syndrome","Kidney","Yes","Yes"
"616307","Senior-Loken syndrome 8","WDR19","PS266900","Senior-Loken syndrome","Kidney","Yes","Yes"
"618440","Oculoskeletodental syndrome","PIK3C2A","","","Kidney","Yes","NA"
"616900","Hypotonia, infantile, with psychomotor retardation and characteristic facies 3","TBCK","PS615419","Hypotonia, infantile, with psychomotor retardation and characteristic facies","Kidney","No","No"
"618176","Nephrotic syndrome, type 17","NUP85","PS256300","Nephrotic syndrome","Kidney","Yes","Yes"
"222448","Donnai-Barrow syndrome","LRP2","","","Kidney","No","No"
"618270","?Congenital anomalies of kidney and urinary tract 3","NRIP1","PS610805","Congenital anomalies of kidney and urinary tract","Kidney","Yes","Yes"
"606232","Phelan-McDermid syndrome","SHANK3","","","Kidney","NA","NA"
"114500","{?Colorectal cancer, susceptibility to}","PLA2G2A","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","NRAS","","","Kidney","Yes","Yes"
"114500","Colorectal cancer with chromosomal instability, somatic","BUB1","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","CTNNB1","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","PIK3CA","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","FGFR3","","","Kidney","Yes","Yes"
"114500","{Colorectal cancer, susceptibility to}","TLR2","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","APC","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","MCC","","","Kidney","Yes","Yes"
"114500","Colon cancer, somatic","PTPN12","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","BRAF","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","DLC1","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","PDGFRL","","","Kidney","Yes","Yes"
"114500","Colon cancer, somatic","RAD54B","","","Kidney","Yes","Yes"
"114500","Colon cancer, somatic","PTPRJ","","","Kidney","Yes","Yes"
"114500","{Colorectal cancer, susceptibility to}","CCND1","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","MLH3","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","AKT1","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","BUB1B","","","Kidney","Yes","Yes"
"114500","{Colorectal cancer}","TP53","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","FLCN","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","AXIN2","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","DCC","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","BAX","","","Kidney","Yes","Yes"
"114500","Colon cancer, advanced, somatic","SRC","","","Kidney","Yes","Yes"
"114500","{Colon cancer, susceptibility to}","AURKA","","","Kidney","Yes","Yes"
"114500","Colorectal cancer, somatic","EP300","","","Kidney","Yes","Yes"
"194080","Denys-Drash syndrome","WT1","","","Kidney","Yes","Yes"
"601678","Bartter syndrome, type 1","SLC12A1","PS601678","Bartter syndrome","Kidney","Yes","Yes"
"149730","LADD syndrome","FGFR3","","","Kidney","Yes","NA"
"149730","LADD syndrome","FGF10","","","Kidney","Yes","NA"
"149730","LADD syndrome","FGFR2","","","Kidney","Yes","NA"
"308050","CHILD syndrome","NSDHL","","","Kidney","Yes","NA"
"615989","Bardet-Biedl syndrome 12","BBS12","PS209900","Bardet-Biedl syndrome","Kidney","Yes","Yes"
"615988","?Bardet-Biedl syndrome 11","TRIM32","PS209900","Bardet-Biedl syndrome","Kidney","Yes","Yes"
"616239","Combined oxidative phosphorylation deficiency 24","NARS2","PS609060","Combined oxidative phosphorylation deficiency","Kidney","Yes","NA"
"259900","Hyperoxaluria, primary, type 1","AGXT","PS259900","Hyperoxaluria, primary","Kidney","Yes","No"
"615982","Bardet-Biedl syndrome 4","BBS4","PS209900","Bardet-Biedl syndrome","Kidney","Yes","Yes"
"608779","Congenital disorder of glycosylation, type IIe","COG7","PS212066","Congenital disorders of glycosylation, type II","Kidney","Yes","NA"
"615987","Bardet-Biedl syndrome 10","BBS10","PS209900","Bardet-Biedl syndrome","Kidney","Yes","Yes"
"151100","LEOPARD syndrome 1","PTPN11","PS151100","LEOPARD syndrome","Kidney","Yes","NA"
"613388","?Fanconi renotubular syndrome 2","SLC34A1","PS134600","Fanconi renotubular syndrome","Kidney","Yes","Yes"
"250410","Retinitis pigmentosa with or without skeletal anomalies","CWC27","","","Kidney","NA","NA"
"267430","Renal tubular dysgenesis","REN","","","Kidney","Yes","Yes"
"267430","Renal tubular dysgenesis","AGT","","","Kidney","Yes","Yes"
"267430","Renal tubular dysgenesis","AGTR1","","","Kidney","Yes","Yes"
"267430","Renal tubular dysgenesis","ACE","","","Kidney","Yes","Yes"
"261670","Glycogen storage disease X","PGAM2","","","Kidney","Yes","No"
"180849","Rubinstein-Taybi syndrome 1","CREBBP","PS180849","Rubinstein-Taybi syndrome","Kidney","NA","NA"
